date,time,discharge_cfs_for_model_comparison,flow_status
05OCT2018,15:00,42.0,observed_hourly_mean
05OCT2018,16:00,42.0,observed_hourly_mean
05OCT2018,17:00,41.75,observed_hourly_mean
05OCT2018,18:00,41.5,observed_hourly_mean
05OCT2018,19:00,41.2,observed_hourly_mean
05OCT2018,20:00,41.1,observed_hourly_mean
05OCT2018,21:00,40.975,observed_hourly_mean
05OCT2018,22:00,40.6,observed_hourly_mean
05OCT2018,23:00,40.6,observed_hourly_mean
06OCT2018,00:00,40.1,observed_hourly_mean
06OCT2018,01:00,40.1,observed_hourly_mean
06OCT2018,02:00,40.1,observed_hourly_mean
06OCT2018,03:00,39.7,observed_hourly_mean
06OCT2018,04:00,39.7,observed_hourly_mean
06OCT2018,05:00,39.7,observed_hourly_mean
06OCT2018,06:00,39.6,observed_hourly_mean
06OCT2018,07:00,39.3,observed_hourly_mean
06OCT2018,08:00,39.3,observed_hourly_mean
06OCT2018,09:00,39.3,observed_hourly_mean
06OCT2018,10:00,39.175,observed_hourly_mean
06OCT2018,11:00,38.925,observed_hourly_mean
06OCT2018,12:00,39.175,observed_hourly_mean
06OCT2018,13:00,39.4,observed_hourly_mean
06OCT2018,14:00,39.7,observed_hourly_mean
06OCT2018,15:00,39.7,observed_hourly_mean
06OCT2018,16:00,39.5,observed_hourly_mean
06OCT2018,17:00,39.3,observed_hourly_mean
06OCT2018,18:00,39.3,observed_hourly_mean
06OCT2018,19:00,39.3,observed_hourly_mean
06OCT2018,20:00,39.3,observed_hourly_mean
06OCT2018,21:00,39.3,observed_hourly_mean
06OCT2018,22:00,39.175,observed_hourly_mean
06OCT2018,23:00,38.8,observed_hourly_mean
07OCT2018,00:00,38.8,observed_hourly_mean
07OCT2018,01:00,38.8,observed_hourly_mean
07OCT2018,02:00,39.175,observed_hourly_mean
07OCT2018,03:00,39.3,observed_hourly_mean
07OCT2018,04:00,39.3,observed_hourly_mean
07OCT2018,05:00,39.3,observed_hourly_mean
07OCT2018,06:00,39.3,observed_hourly_mean
07OCT2018,07:00,39.3,observed_hourly_mean
07OCT2018,08:00,38.925,observed_hourly_mean
07OCT2018,09:00,38.8,observed_hourly_mean
07OCT2018,10:00,38.8,observed_hourly_mean
07OCT2018,11:00,38.7,observed_hourly_mean
07OCT2018,12:00,38.4,observed_hourly_mean
07OCT2018,13:00,38.4,observed_hourly_mean
07OCT2018,14:00,38.4,observed_hourly_mean
07OCT2018,15:00,38.4,observed_hourly_mean
07OCT2018,16:00,38.4,observed_hourly_mean
07OCT2018,17:00,38.4,observed_hourly_mean
07OCT2018,18:00,38.4,observed_hourly_mean
07OCT2018,19:00,37.9,observed_hourly_mean
07OCT2018,20:00,37.9,observed_hourly_mean
07OCT2018,21:00,37.9,observed_hourly_mean
07OCT2018,22:00,37.5,observed_hourly_mean
07OCT2018,23:00,37.5,observed_hourly_mean
08OCT2018,00:00,37.5,observed_hourly_mean
08OCT2018,01:00,37.4,observed_hourly_mean
08OCT2018,02:00,37.1,observed_hourly_mean
08OCT2018,03:00,37.1,observed_hourly_mean
08OCT2018,04:00,37.1,observed_hourly_mean
08OCT2018,05:00,37.1,observed_hourly_mean
08OCT2018,06:00,36.6,observed_hourly_mean
08OCT2018,07:00,36.5,observed_hourly_mean
08OCT2018,08:00,36.3,observed_hourly_mean
08OCT2018,09:00,36.2,observed_hourly_mean
08OCT2018,10:00,36.2,observed_hourly_mean
08OCT2018,11:00,36.2,observed_hourly_mean
08OCT2018,12:00,36.400000000000006,observed_hourly_mean
08OCT2018,13:00,36.6,observed_hourly_mean
08OCT2018,14:00,36.6,observed_hourly_mean
08OCT2018,15:00,36.5,observed_hourly_mean
08OCT2018,16:00,36.2,observed_hourly_mean
08OCT2018,17:00,36.2,observed_hourly_mean
08OCT2018,18:00,36.2,observed_hourly_mean
08OCT2018,19:00,35.9,observed_hourly_mean
08OCT2018,20:00,35.8,observed_hourly_mean
08OCT2018,21:00,35.8,observed_hourly_mean
08OCT2018,22:00,35.8,observed_hourly_mean
08OCT2018,23:00,35.5,observed_hourly_mean
09OCT2018,00:00,35.4,observed_hourly_mean
09OCT2018,01:00,35.4,observed_hourly_mean
09OCT2018,02:00,35.4,observed_hourly_mean
09OCT2018,03:00,35.4,observed_hourly_mean
09OCT2018,04:00,35.4,observed_hourly_mean
09OCT2018,05:00,35.4,observed_hourly_mean
09OCT2018,06:00,35.4,observed_hourly_mean
09OCT2018,07:00,35.4,observed_hourly_mean
09OCT2018,08:00,35.1,observed_hourly_mean
09OCT2018,09:00,35.0,observed_hourly_mean
09OCT2018,10:00,35.1,observed_hourly_mean
09OCT2018,11:00,35.0,observed_hourly_mean
09OCT2018,12:00,35.0,observed_hourly_mean
09OCT2018,13:00,35.4,observed_hourly_mean
09OCT2018,14:00,35.4,observed_hourly_mean
09OCT2018,15:00,35.4,observed_hourly_mean
09OCT2018,16:00,35.5,observed_hourly_mean
09OCT2018,17:00,35.8,observed_hourly_mean
09OCT2018,18:00,35.8,observed_hourly_mean
09OCT2018,19:00,35.8,observed_hourly_mean
09OCT2018,20:00,35.8,observed_hourly_mean
09OCT2018,21:00,35.8,observed_hourly_mean
09OCT2018,22:00,35.8,observed_hourly_mean
09OCT2018,23:00,35.8,observed_hourly_mean
10OCT2018,00:00,36.1,observed_hourly_mean
10OCT2018,01:00,36.2,observed_hourly_mean
10OCT2018,02:00,36.3,observed_hourly_mean
10OCT2018,03:00,36.6,observed_hourly_mean
10OCT2018,04:00,36.6,observed_hourly_mean
10OCT2018,05:00,36.725,observed_hourly_mean
10OCT2018,06:00,36.975,observed_hourly_mean
10OCT2018,07:00,37.1,observed_hourly_mean
10OCT2018,08:00,36.85,observed_hourly_mean
10OCT2018,09:00,36.6,observed_hourly_mean
10OCT2018,10:00,36.725,observed_hourly_mean
10OCT2018,11:00,36.6,observed_hourly_mean
10OCT2018,12:00,36.6,observed_hourly_mean
10OCT2018,13:00,36.6,observed_hourly_mean
10OCT2018,14:00,36.3,observed_hourly_mean
10OCT2018,15:00,36.2,observed_hourly_mean
10OCT2018,16:00,36.2,observed_hourly_mean
10OCT2018,17:00,36.2,observed_hourly_mean
10OCT2018,18:00,37.275,observed_hourly_mean
10OCT2018,19:00,45.9,observed_hourly_mean
10OCT2018,20:00,59.575,observed_hourly_mean
10OCT2018,21:00,70.175,observed_hourly_mean
10OCT2018,22:00,76.175,observed_hourly_mean
10OCT2018,23:00,78.69999999999999,observed_hourly_mean
