time_local,hourly_mean_discharge_cfs,hourly_max_discharge_cfs,observation_count_in_hour,hour_has_observed_discharge
2018-10-10 04:00:00-04:00,36.6,36.6,4,True
2018-10-10 05:00:00-04:00,36.725,37.1,4,True
2018-10-10 06:00:00-04:00,36.975,37.1,4,True
2018-10-10 07:00:00-04:00,37.1,37.1,4,True
2018-10-10 08:00:00-04:00,36.85,37.1,4,True
2018-10-10 09:00:00-04:00,36.6,36.6,4,True
2018-10-10 10:00:00-04:00,36.725,37.1,4,True
2018-10-10 11:00:00-04:00,36.6,36.6,4,True
2018-10-10 12:00:00-04:00,36.6,36.6,4,True
2018-10-10 13:00:00-04:00,36.6,36.6,4,True
2018-10-10 14:00:00-04:00,36.300000000000004,36.6,4,True
2018-10-10 15:00:00-04:00,36.2,36.2,4,True
2018-10-10 16:00:00-04:00,36.2,36.2,4,True
2018-10-10 17:00:00-04:00,36.2,36.2,4,True
2018-10-10 18:00:00-04:00,37.275,38.8,4,True
2018-10-10 19:00:00-04:00,45.9,50.9,4,True
2018-10-10 20:00:00-04:00,59.575,64.2,4,True
2018-10-10 21:00:00-04:00,70.175,73.0,4,True
2018-10-10 22:00:00-04:00,76.175,77.5,4,True
2018-10-10 23:00:00-04:00,78.69999999999999,79.1,4,True
