time_utc,discharge_cfs,unit,approval_status,qualifier,time_local
2018-09-17 10:45:00+00:00,1950.0,ft^3/s,Approved,,2018-09-17 06:45:00-04:00
2018-09-17 11:00:00+00:00,1950.0,ft^3/s,Approved,,2018-09-17 07:00:00-04:00
2018-09-17 11:15:00+00:00,1940.0,ft^3/s,Approved,,2018-09-17 07:15:00-04:00
2018-09-17 11:30:00+00:00,1950.0,ft^3/s,Approved,,2018-09-17 07:30:00-04:00
2018-09-17 11:45:00+00:00,1920.0,ft^3/s,Approved,,2018-09-17 07:45:00-04:00
2018-09-17 12:00:00+00:00,1910.0,ft^3/s,Approved,,2018-09-17 08:00:00-04:00
2018-09-17 12:15:00+00:00,1920.0,ft^3/s,Approved,,2018-09-17 08:15:00-04:00
2018-09-17 12:30:00+00:00,1900.0,ft^3/s,Approved,,2018-09-17 08:30:00-04:00
2018-09-17 12:45:00+00:00,1900.0,ft^3/s,Approved,,2018-09-17 08:45:00-04:00
2018-09-17 13:00:00+00:00,1890.0,ft^3/s,Approved,,2018-09-17 09:00:00-04:00
2018-09-17 13:15:00+00:00,1890.0,ft^3/s,Approved,,2018-09-17 09:15:00-04:00
2018-09-17 13:30:00+00:00,1880.0,ft^3/s,Approved,,2018-09-17 09:30:00-04:00
2018-09-17 13:45:00+00:00,1870.0,ft^3/s,Approved,,2018-09-17 09:45:00-04:00
2018-09-17 14:00:00+00:00,1870.0,ft^3/s,Approved,,2018-09-17 10:00:00-04:00
2018-09-17 14:15:00+00:00,1850.0,ft^3/s,Approved,,2018-09-17 10:15:00-04:00
2018-09-17 14:30:00+00:00,1860.0,ft^3/s,Approved,,2018-09-17 10:30:00-04:00
2018-09-17 14:45:00+00:00,1850.0,ft^3/s,Approved,,2018-09-17 10:45:00-04:00
2018-09-17 15:00:00+00:00,1850.0,ft^3/s,Approved,,2018-09-17 11:00:00-04:00
2018-09-17 15:15:00+00:00,1850.0,ft^3/s,Approved,,2018-09-17 11:15:00-04:00
2018-09-17 15:30:00+00:00,1840.0,ft^3/s,Approved,,2018-09-17 11:30:00-04:00
2018-09-17 15:45:00+00:00,1830.0,ft^3/s,Approved,,2018-09-17 11:45:00-04:00
2018-09-17 16:00:00+00:00,1830.0,ft^3/s,Approved,,2018-09-17 12:00:00-04:00
2018-09-17 16:15:00+00:00,1830.0,ft^3/s,Approved,,2018-09-17 12:15:00-04:00
2018-09-17 16:30:00+00:00,1810.0,ft^3/s,Approved,,2018-09-17 12:30:00-04:00
2018-09-17 16:45:00+00:00,1810.0,ft^3/s,Approved,,2018-09-17 12:45:00-04:00
2018-09-17 17:00:00+00:00,1810.0,ft^3/s,Approved,,2018-09-17 13:00:00-04:00
2018-09-17 17:15:00+00:00,1820.0,ft^3/s,Approved,,2018-09-17 13:15:00-04:00
2018-09-17 17:30:00+00:00,1810.0,ft^3/s,Approved,,2018-09-17 13:30:00-04:00
2018-09-17 17:45:00+00:00,1800.0,ft^3/s,Approved,,2018-09-17 13:45:00-04:00
2018-09-17 18:00:00+00:00,1800.0,ft^3/s,Approved,,2018-09-17 14:00:00-04:00
2018-09-17 18:15:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 14:15:00-04:00
2018-09-17 18:30:00+00:00,1790.0,ft^3/s,Approved,,2018-09-17 14:30:00-04:00
2018-09-17 18:45:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 14:45:00-04:00
2018-09-17 19:00:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 15:00:00-04:00
2018-09-17 19:15:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 15:15:00-04:00
2018-09-17 19:30:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 15:30:00-04:00
2018-09-17 19:45:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 15:45:00-04:00
2018-09-17 20:00:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 16:00:00-04:00
2018-09-17 20:15:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 16:15:00-04:00
2018-09-17 20:30:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 16:30:00-04:00
2018-09-17 20:45:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 16:45:00-04:00
2018-09-17 21:00:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 17:00:00-04:00
2018-09-17 21:15:00+00:00,1780.0,ft^3/s,Approved,,2018-09-17 17:15:00-04:00
2018-09-17 21:30:00+00:00,1790.0,ft^3/s,Approved,,2018-09-17 17:30:00-04:00
2018-09-17 21:45:00+00:00,1770.0,ft^3/s,Approved,,2018-09-17 17:45:00-04:00
2018-09-17 22:00:00+00:00,1790.0,ft^3/s,Approved,,2018-09-17 18:00:00-04:00
2018-09-17 22:15:00+00:00,1790.0,ft^3/s,Approved,,2018-09-17 18:15:00-04:00
2018-09-17 22:30:00+00:00,1810.0,ft^3/s,Approved,,2018-09-17 18:30:00-04:00
2018-09-17 22:45:00+00:00,1830.0,ft^3/s,Approved,,2018-09-17 18:45:00-04:00
2018-09-17 23:00:00+00:00,1840.0,ft^3/s,Approved,,2018-09-17 19:00:00-04:00
2018-09-17 23:15:00+00:00,1870.0,ft^3/s,Approved,,2018-09-17 19:15:00-04:00
2018-09-17 23:30:00+00:00,1870.0,ft^3/s,Approved,,2018-09-17 19:30:00-04:00
2018-09-17 23:45:00+00:00,1900.0,ft^3/s,Approved,,2018-09-17 19:45:00-04:00
2018-09-18 00:00:00+00:00,1910.0,ft^3/s,Approved,,2018-09-17 20:00:00-04:00
2018-09-18 00:15:00+00:00,1960.0,ft^3/s,Approved,,2018-09-17 20:15:00-04:00
2018-09-18 00:30:00+00:00,2010.0,ft^3/s,Approved,,2018-09-17 20:30:00-04:00
2018-09-18 00:45:00+00:00,2030.0,ft^3/s,Approved,,2018-09-17 20:45:00-04:00
2018-09-18 01:00:00+00:00,2080.0,ft^3/s,Approved,,2018-09-17 21:00:00-04:00
2018-09-18 01:15:00+00:00,2130.0,ft^3/s,Approved,,2018-09-17 21:15:00-04:00
2018-09-18 01:30:00+00:00,2180.0,ft^3/s,Approved,,2018-09-17 21:30:00-04:00
2018-09-18 01:45:00+00:00,2230.0,ft^3/s,Approved,,2018-09-17 21:45:00-04:00
2018-09-18 02:00:00+00:00,2270.0,ft^3/s,Approved,,2018-09-17 22:00:00-04:00
2018-09-18 02:15:00+00:00,2310.0,ft^3/s,Approved,,2018-09-17 22:15:00-04:00
2018-09-18 02:30:00+00:00,2360.0,ft^3/s,Approved,,2018-09-17 22:30:00-04:00
2018-09-18 02:45:00+00:00,2430.0,ft^3/s,Approved,,2018-09-17 22:45:00-04:00
2018-09-18 03:00:00+00:00,2390.0,ft^3/s,Approved,,2018-09-17 23:00:00-04:00
2018-09-18 03:15:00+00:00,2560.0,ft^3/s,Approved,,2018-09-17 23:15:00-04:00
2018-09-18 03:30:00+00:00,2600.0,ft^3/s,Approved,,2018-09-17 23:30:00-04:00
2018-09-18 03:45:00+00:00,2680.0,ft^3/s,Approved,,2018-09-17 23:45:00-04:00
2018-09-18 04:00:00+00:00,2690.0,ft^3/s,Approved,,2018-09-18 00:00:00-04:00
2018-09-18 04:15:00+00:00,2730.0,ft^3/s,Approved,,2018-09-18 00:15:00-04:00
2018-09-18 04:30:00+00:00,2810.0,ft^3/s,Approved,,2018-09-18 00:30:00-04:00
2018-09-18 04:45:00+00:00,2870.0,ft^3/s,Approved,,2018-09-18 00:45:00-04:00
2018-09-18 05:00:00+00:00,2850.0,ft^3/s,Approved,,2018-09-18 01:00:00-04:00
2018-09-18 05:15:00+00:00,2970.0,ft^3/s,Approved,,2018-09-18 01:15:00-04:00
2018-09-18 05:30:00+00:00,2950.0,ft^3/s,Approved,,2018-09-18 01:30:00-04:00
2018-09-18 05:45:00+00:00,3090.0,ft^3/s,Approved,,2018-09-18 01:45:00-04:00
2018-09-18 06:00:00+00:00,3060.0,ft^3/s,Approved,,2018-09-18 02:00:00-04:00
2018-09-18 06:15:00+00:00,3110.0,ft^3/s,Approved,,2018-09-18 02:15:00-04:00
2018-09-18 06:30:00+00:00,3150.0,ft^3/s,Approved,,2018-09-18 02:30:00-04:00
2018-09-18 06:45:00+00:00,3250.0,ft^3/s,Approved,,2018-09-18 02:45:00-04:00
2018-09-18 07:00:00+00:00,3280.0,ft^3/s,Approved,,2018-09-18 03:00:00-04:00
2018-09-18 07:15:00+00:00,3320.0,ft^3/s,Approved,,2018-09-18 03:15:00-04:00
2018-09-18 07:30:00+00:00,3350.0,ft^3/s,Approved,,2018-09-18 03:30:00-04:00
2018-09-18 07:45:00+00:00,3320.0,ft^3/s,Approved,,2018-09-18 03:45:00-04:00
2018-09-18 08:00:00+00:00,3400.0,ft^3/s,Approved,,2018-09-18 04:00:00-04:00
2018-09-18 08:15:00+00:00,3400.0,ft^3/s,Approved,,2018-09-18 04:15:00-04:00
2018-09-18 08:30:00+00:00,3410.0,ft^3/s,Approved,,2018-09-18 04:30:00-04:00
2018-09-18 08:45:00+00:00,3390.0,ft^3/s,Approved,,2018-09-18 04:45:00-04:00
2018-09-18 09:00:00+00:00,3390.0,ft^3/s,Approved,,2018-09-18 05:00:00-04:00
2018-09-18 09:15:00+00:00,3400.0,ft^3/s,Approved,,2018-09-18 05:15:00-04:00
2018-09-18 09:30:00+00:00,3480.0,ft^3/s,Approved,,2018-09-18 05:30:00-04:00
2018-09-18 09:45:00+00:00,3480.0,ft^3/s,Approved,,2018-09-18 05:45:00-04:00
2018-09-18 10:00:00+00:00,3440.0,ft^3/s,Approved,,2018-09-18 06:00:00-04:00
2018-09-18 10:15:00+00:00,3450.0,ft^3/s,Approved,,2018-09-18 06:15:00-04:00
2018-09-18 10:30:00+00:00,3450.0,ft^3/s,Approved,,2018-09-18 06:30:00-04:00
2018-09-18 10:45:00+00:00,3410.0,ft^3/s,Approved,,2018-09-18 06:45:00-04:00
2018-09-18 11:00:00+00:00,3480.0,ft^3/s,Approved,,2018-09-18 07:00:00-04:00
2018-09-18 11:15:00+00:00,3450.0,ft^3/s,Approved,,2018-09-18 07:15:00-04:00
2018-09-18 11:30:00+00:00,3490.0,ft^3/s,Approved,,2018-09-18 07:30:00-04:00
2018-09-18 11:45:00+00:00,3360.0,ft^3/s,Approved,,2018-09-18 07:45:00-04:00
2018-09-18 12:00:00+00:00,3430.0,ft^3/s,Approved,,2018-09-18 08:00:00-04:00
2018-09-18 12:15:00+00:00,3390.0,ft^3/s,Approved,,2018-09-18 08:15:00-04:00
2018-09-18 12:30:00+00:00,3400.0,ft^3/s,Approved,,2018-09-18 08:30:00-04:00
2018-09-18 12:45:00+00:00,3370.0,ft^3/s,Approved,,2018-09-18 08:45:00-04:00
2018-09-18 13:00:00+00:00,3370.0,ft^3/s,Approved,,2018-09-18 09:00:00-04:00
2018-09-18 13:15:00+00:00,3370.0,ft^3/s,Approved,,2018-09-18 09:15:00-04:00
2018-09-18 13:30:00+00:00,3360.0,ft^3/s,Approved,,2018-09-18 09:30:00-04:00
2018-09-18 13:45:00+00:00,3350.0,ft^3/s,Approved,,2018-09-18 09:45:00-04:00
2018-09-18 14:00:00+00:00,3270.0,ft^3/s,Approved,,2018-09-18 10:00:00-04:00
2018-09-18 14:15:00+00:00,3280.0,ft^3/s,Approved,,2018-09-18 10:15:00-04:00
2018-09-18 14:30:00+00:00,3260.0,ft^3/s,Approved,,2018-09-18 10:30:00-04:00
2018-09-18 14:45:00+00:00,3220.0,ft^3/s,Approved,,2018-09-18 10:45:00-04:00
2018-09-18 15:00:00+00:00,3210.0,ft^3/s,Approved,,2018-09-18 11:00:00-04:00
2018-09-18 15:15:00+00:00,3170.0,ft^3/s,Approved,,2018-09-18 11:15:00-04:00
2018-09-18 15:30:00+00:00,3150.0,ft^3/s,Approved,,2018-09-18 11:30:00-04:00
2018-09-18 15:45:00+00:00,3140.0,ft^3/s,Approved,,2018-09-18 11:45:00-04:00
2018-09-18 16:00:00+00:00,3150.0,ft^3/s,Approved,,2018-09-18 12:00:00-04:00
2018-09-18 16:15:00+00:00,3110.0,ft^3/s,Approved,,2018-09-18 12:15:00-04:00
2018-09-18 16:30:00+00:00,3020.0,ft^3/s,Approved,,2018-09-18 12:30:00-04:00
2018-09-18 16:45:00+00:00,3080.0,ft^3/s,Approved,,2018-09-18 12:45:00-04:00
2018-09-18 17:00:00+00:00,3020.0,ft^3/s,Approved,,2018-09-18 13:00:00-04:00
2018-09-18 17:15:00+00:00,3020.0,ft^3/s,Approved,,2018-09-18 13:15:00-04:00
2018-09-18 17:30:00+00:00,2990.0,ft^3/s,Approved,,2018-09-18 13:30:00-04:00
2018-09-18 17:45:00+00:00,2970.0,ft^3/s,Approved,,2018-09-18 13:45:00-04:00
2018-09-18 18:00:00+00:00,2950.0,ft^3/s,Approved,,2018-09-18 14:00:00-04:00
2018-09-18 18:15:00+00:00,2840.0,ft^3/s,Approved,,2018-09-18 14:15:00-04:00
2018-09-18 18:30:00+00:00,2890.0,ft^3/s,Approved,,2018-09-18 14:30:00-04:00
2018-09-18 18:45:00+00:00,2810.0,ft^3/s,Approved,,2018-09-18 14:45:00-04:00
2018-09-18 19:00:00+00:00,2840.0,ft^3/s,Approved,,2018-09-18 15:00:00-04:00
2018-09-18 19:15:00+00:00,2800.0,ft^3/s,Approved,,2018-09-18 15:15:00-04:00
2018-09-18 19:30:00+00:00,2810.0,ft^3/s,Approved,,2018-09-18 15:30:00-04:00
2018-09-18 19:45:00+00:00,2710.0,ft^3/s,Approved,,2018-09-18 15:45:00-04:00
2018-09-18 20:00:00+00:00,2690.0,ft^3/s,Approved,,2018-09-18 16:00:00-04:00
2018-09-18 20:15:00+00:00,2700.0,ft^3/s,Approved,,2018-09-18 16:15:00-04:00
2018-09-18 20:30:00+00:00,2640.0,ft^3/s,Approved,,2018-09-18 16:30:00-04:00
2018-09-18 20:45:00+00:00,2580.0,ft^3/s,Approved,,2018-09-18 16:45:00-04:00
2018-09-18 21:00:00+00:00,2610.0,ft^3/s,Approved,,2018-09-18 17:00:00-04:00
2018-09-18 21:15:00+00:00,2550.0,ft^3/s,Approved,,2018-09-18 17:15:00-04:00
2018-09-18 21:30:00+00:00,2590.0,ft^3/s,Approved,,2018-09-18 17:30:00-04:00
2018-09-18 21:45:00+00:00,2560.0,ft^3/s,Approved,,2018-09-18 17:45:00-04:00
2018-09-18 22:00:00+00:00,2540.0,ft^3/s,Approved,,2018-09-18 18:00:00-04:00
2018-09-18 22:15:00+00:00,2490.0,ft^3/s,Approved,,2018-09-18 18:15:00-04:00
2018-09-18 22:30:00+00:00,2460.0,ft^3/s,Approved,,2018-09-18 18:30:00-04:00
2018-09-18 22:45:00+00:00,2510.0,ft^3/s,Approved,,2018-09-18 18:45:00-04:00
2018-09-18 23:00:00+00:00,2420.0,ft^3/s,Approved,,2018-09-18 19:00:00-04:00
2018-09-18 23:15:00+00:00,2400.0,ft^3/s,Approved,,2018-09-18 19:15:00-04:00
2018-09-18 23:30:00+00:00,2420.0,ft^3/s,Approved,,2018-09-18 19:30:00-04:00
2018-09-18 23:45:00+00:00,2340.0,ft^3/s,Approved,,2018-09-18 19:45:00-04:00
2018-09-19 00:00:00+00:00,2320.0,ft^3/s,Approved,,2018-09-18 20:00:00-04:00
2018-09-19 00:15:00+00:00,2320.0,ft^3/s,Approved,,2018-09-18 20:15:00-04:00
2018-09-19 00:30:00+00:00,2290.0,ft^3/s,Approved,,2018-09-18 20:30:00-04:00
2018-09-19 00:45:00+00:00,2290.0,ft^3/s,Approved,,2018-09-18 20:45:00-04:00
2018-09-19 01:00:00+00:00,2290.0,ft^3/s,Approved,,2018-09-18 21:00:00-04:00
2018-09-19 01:15:00+00:00,2240.0,ft^3/s,Approved,,2018-09-18 21:15:00-04:00
2018-09-19 01:30:00+00:00,2260.0,ft^3/s,Approved,,2018-09-18 21:30:00-04:00
2018-09-19 01:45:00+00:00,2220.0,ft^3/s,Approved,,2018-09-18 21:45:00-04:00
2018-09-19 02:00:00+00:00,2140.0,ft^3/s,Approved,,2018-09-18 22:00:00-04:00
2018-09-19 02:15:00+00:00,2150.0,ft^3/s,Approved,,2018-09-18 22:15:00-04:00
2018-09-19 02:30:00+00:00,2140.0,ft^3/s,Approved,,2018-09-18 22:30:00-04:00
2018-09-19 02:45:00+00:00,2150.0,ft^3/s,Approved,,2018-09-18 22:45:00-04:00
2018-09-19 03:00:00+00:00,2090.0,ft^3/s,Approved,,2018-09-18 23:00:00-04:00
2018-09-19 03:15:00+00:00,2110.0,ft^3/s,Approved,,2018-09-18 23:15:00-04:00
2018-09-19 03:30:00+00:00,2060.0,ft^3/s,Approved,,2018-09-18 23:30:00-04:00
2018-09-19 03:45:00+00:00,2090.0,ft^3/s,Approved,,2018-09-18 23:45:00-04:00
2018-09-19 04:00:00+00:00,2030.0,ft^3/s,Approved,,2018-09-19 00:00:00-04:00
2018-09-19 04:15:00+00:00,2060.0,ft^3/s,Approved,,2018-09-19 00:15:00-04:00
2018-09-19 04:30:00+00:00,2020.0,ft^3/s,Approved,,2018-09-19 00:30:00-04:00
2018-09-19 04:45:00+00:00,2000.0,ft^3/s,Approved,,2018-09-19 00:45:00-04:00
2018-09-19 05:00:00+00:00,1970.0,ft^3/s,Approved,,2018-09-19 01:00:00-04:00
2018-09-19 05:15:00+00:00,1960.0,ft^3/s,Approved,,2018-09-19 01:15:00-04:00
2018-09-19 05:30:00+00:00,1970.0,ft^3/s,Approved,,2018-09-19 01:30:00-04:00
2018-09-19 05:45:00+00:00,1930.0,ft^3/s,Approved,,2018-09-19 01:45:00-04:00
2018-09-19 06:00:00+00:00,1930.0,ft^3/s,Approved,,2018-09-19 02:00:00-04:00
2018-09-19 06:15:00+00:00,1910.0,ft^3/s,Approved,,2018-09-19 02:15:00-04:00
2018-09-19 06:30:00+00:00,1910.0,ft^3/s,Approved,,2018-09-19 02:30:00-04:00
2018-09-19 06:45:00+00:00,1870.0,ft^3/s,Approved,,2018-09-19 02:45:00-04:00
2018-09-19 07:00:00+00:00,1870.0,ft^3/s,Approved,,2018-09-19 03:00:00-04:00
2018-09-19 07:15:00+00:00,1870.0,ft^3/s,Approved,,2018-09-19 03:15:00-04:00
2018-09-19 07:30:00+00:00,1840.0,ft^3/s,Approved,,2018-09-19 03:30:00-04:00
2018-09-19 07:45:00+00:00,1820.0,ft^3/s,Approved,,2018-09-19 03:45:00-04:00
2018-09-19 08:00:00+00:00,1810.0,ft^3/s,Approved,,2018-09-19 04:00:00-04:00
2018-09-19 08:15:00+00:00,1810.0,ft^3/s,Approved,,2018-09-19 04:15:00-04:00
2018-09-19 08:30:00+00:00,1780.0,ft^3/s,Approved,,2018-09-19 04:30:00-04:00
2018-09-19 08:45:00+00:00,1770.0,ft^3/s,Approved,,2018-09-19 04:45:00-04:00
2018-09-19 09:00:00+00:00,1770.0,ft^3/s,Approved,,2018-09-19 05:00:00-04:00
2018-09-19 09:15:00+00:00,1730.0,ft^3/s,Approved,,2018-09-19 05:15:00-04:00
2018-09-19 09:30:00+00:00,1730.0,ft^3/s,Approved,,2018-09-19 05:30:00-04:00
2018-09-19 09:45:00+00:00,1730.0,ft^3/s,Approved,,2018-09-19 05:45:00-04:00
2018-09-19 10:00:00+00:00,1700.0,ft^3/s,Approved,,2018-09-19 06:00:00-04:00
2018-09-19 10:15:00+00:00,1690.0,ft^3/s,Approved,,2018-09-19 06:15:00-04:00
2018-09-19 10:30:00+00:00,1660.0,ft^3/s,Approved,,2018-09-19 06:30:00-04:00
2018-09-19 10:45:00+00:00,1670.0,ft^3/s,Approved,,2018-09-19 06:45:00-04:00
2018-09-19 11:00:00+00:00,1650.0,ft^3/s,Approved,,2018-09-19 07:00:00-04:00
2018-09-19 11:15:00+00:00,1640.0,ft^3/s,Approved,,2018-09-19 07:15:00-04:00
2018-09-19 11:30:00+00:00,1630.0,ft^3/s,Approved,,2018-09-19 07:30:00-04:00
2018-09-19 11:45:00+00:00,1610.0,ft^3/s,Approved,,2018-09-19 07:45:00-04:00
2018-09-19 12:00:00+00:00,1590.0,ft^3/s,Approved,,2018-09-19 08:00:00-04:00
2018-09-19 12:15:00+00:00,1580.0,ft^3/s,Approved,,2018-09-19 08:15:00-04:00
2018-09-19 12:30:00+00:00,1570.0,ft^3/s,Approved,,2018-09-19 08:30:00-04:00
2018-09-19 12:45:00+00:00,1540.0,ft^3/s,Approved,,2018-09-19 08:45:00-04:00
2018-09-19 13:00:00+00:00,1520.0,ft^3/s,Approved,,2018-09-19 09:00:00-04:00
2018-09-19 13:15:00+00:00,1530.0,ft^3/s,Approved,,2018-09-19 09:15:00-04:00
2018-09-19 13:45:00+00:00,1510.0,ft^3/s,Approved,,2018-09-19 09:45:00-04:00
2018-09-19 14:00:00+00:00,1490.0,ft^3/s,Approved,,2018-09-19 10:00:00-04:00
2018-09-19 14:15:00+00:00,1480.0,ft^3/s,Approved,,2018-09-19 10:15:00-04:00
2018-09-19 14:30:00+00:00,1470.0,ft^3/s,Approved,,2018-09-19 10:30:00-04:00
2018-09-19 14:45:00+00:00,1440.0,ft^3/s,Approved,,2018-09-19 10:45:00-04:00
2018-09-19 15:00:00+00:00,1440.0,ft^3/s,Approved,,2018-09-19 11:00:00-04:00
2018-09-19 15:15:00+00:00,1420.0,ft^3/s,Approved,,2018-09-19 11:15:00-04:00
2018-09-19 15:30:00+00:00,1410.0,ft^3/s,Approved,,2018-09-19 11:30:00-04:00
2018-09-19 15:45:00+00:00,1410.0,ft^3/s,Approved,,2018-09-19 11:45:00-04:00
2018-09-19 16:00:00+00:00,1380.0,ft^3/s,Approved,,2018-09-19 12:00:00-04:00
2018-09-19 16:15:00+00:00,1380.0,ft^3/s,Approved,,2018-09-19 12:15:00-04:00
2018-09-19 16:30:00+00:00,1370.0,ft^3/s,Approved,,2018-09-19 12:30:00-04:00
2018-09-19 16:45:00+00:00,1350.0,ft^3/s,Approved,,2018-09-19 12:45:00-04:00
2018-09-19 17:00:00+00:00,1350.0,ft^3/s,Approved,,2018-09-19 13:00:00-04:00
2018-09-19 17:15:00+00:00,1320.0,ft^3/s,Approved,,2018-09-19 13:15:00-04:00
2018-09-19 17:30:00+00:00,1300.0,ft^3/s,Approved,,2018-09-19 13:30:00-04:00
2018-09-19 17:45:00+00:00,1300.0,ft^3/s,Approved,,2018-09-19 13:45:00-04:00
2018-09-19 18:00:00+00:00,1300.0,ft^3/s,Approved,,2018-09-19 14:00:00-04:00
2018-09-19 18:15:00+00:00,1280.0,ft^3/s,Approved,,2018-09-19 14:15:00-04:00
2018-09-19 18:30:00+00:00,1280.0,ft^3/s,Approved,,2018-09-19 14:30:00-04:00
2018-09-19 18:45:00+00:00,1260.0,ft^3/s,Approved,,2018-09-19 14:45:00-04:00
2018-09-19 19:00:00+00:00,1230.0,ft^3/s,Approved,,2018-09-19 15:00:00-04:00
2018-09-19 19:15:00+00:00,1230.0,ft^3/s,Approved,,2018-09-19 15:15:00-04:00
2018-09-19 19:30:00+00:00,1230.0,ft^3/s,Approved,,2018-09-19 15:30:00-04:00
2018-09-19 19:45:00+00:00,1210.0,ft^3/s,Approved,,2018-09-19 15:45:00-04:00
2018-09-19 20:00:00+00:00,1210.0,ft^3/s,Approved,,2018-09-19 16:00:00-04:00
2018-09-19 20:15:00+00:00,1190.0,ft^3/s,Approved,,2018-09-19 16:15:00-04:00
2018-09-19 20:30:00+00:00,1180.0,ft^3/s,Approved,,2018-09-19 16:30:00-04:00
2018-09-19 20:45:00+00:00,1170.0,ft^3/s,Approved,,2018-09-19 16:45:00-04:00
2018-09-19 21:00:00+00:00,1160.0,ft^3/s,Approved,,2018-09-19 17:00:00-04:00
2018-09-19 21:15:00+00:00,1140.0,ft^3/s,Approved,,2018-09-19 17:15:00-04:00
2018-09-19 21:30:00+00:00,1130.0,ft^3/s,Approved,,2018-09-19 17:30:00-04:00
2018-09-19 21:45:00+00:00,1120.0,ft^3/s,Approved,,2018-09-19 17:45:00-04:00
2018-09-19 22:00:00+00:00,1120.0,ft^3/s,Approved,,2018-09-19 18:00:00-04:00
2018-09-19 22:15:00+00:00,1100.0,ft^3/s,Approved,,2018-09-19 18:15:00-04:00
2018-09-19 22:30:00+00:00,1100.0,ft^3/s,Approved,,2018-09-19 18:30:00-04:00
2018-09-19 22:45:00+00:00,1080.0,ft^3/s,Approved,,2018-09-19 18:45:00-04:00
2018-09-19 23:00:00+00:00,1070.0,ft^3/s,Approved,,2018-09-19 19:00:00-04:00
2018-09-19 23:15:00+00:00,1070.0,ft^3/s,Approved,,2018-09-19 19:15:00-04:00
2018-09-19 23:30:00+00:00,1050.0,ft^3/s,Approved,,2018-09-19 19:30:00-04:00
2018-09-19 23:45:00+00:00,1050.0,ft^3/s,Approved,,2018-09-19 19:45:00-04:00
2018-09-20 00:00:00+00:00,1030.0,ft^3/s,Approved,,2018-09-19 20:00:00-04:00
2018-09-20 00:15:00+00:00,1020.0,ft^3/s,Approved,,2018-09-19 20:15:00-04:00
2018-09-20 00:30:00+00:00,1010.0,ft^3/s,Approved,,2018-09-19 20:30:00-04:00
2018-09-20 00:45:00+00:00,1000.0,ft^3/s,Approved,,2018-09-19 20:45:00-04:00
2018-09-20 01:00:00+00:00,993.0,ft^3/s,Approved,,2018-09-19 21:00:00-04:00
2018-09-20 01:15:00+00:00,981.0,ft^3/s,Approved,,2018-09-19 21:15:00-04:00
2018-09-20 01:30:00+00:00,976.0,ft^3/s,Approved,,2018-09-19 21:30:00-04:00
2018-09-20 01:45:00+00:00,968.0,ft^3/s,Approved,,2018-09-19 21:45:00-04:00
2018-09-20 02:00:00+00:00,959.0,ft^3/s,Approved,,2018-09-19 22:00:00-04:00
2018-09-20 02:15:00+00:00,954.0,ft^3/s,Approved,,2018-09-19 22:15:00-04:00
2018-09-20 02:30:00+00:00,950.0,ft^3/s,Approved,,2018-09-19 22:30:00-04:00
2018-09-20 02:45:00+00:00,941.0,ft^3/s,Approved,,2018-09-19 22:45:00-04:00
2018-09-20 03:00:00+00:00,933.0,ft^3/s,Approved,,2018-09-19 23:00:00-04:00
2018-09-20 03:15:00+00:00,924.0,ft^3/s,Approved,,2018-09-19 23:15:00-04:00
2018-09-20 03:30:00+00:00,920.0,ft^3/s,Approved,,2018-09-19 23:30:00-04:00
2018-09-20 03:45:00+00:00,915.0,ft^3/s,Approved,,2018-09-19 23:45:00-04:00
2018-09-20 04:00:00+00:00,907.0,ft^3/s,Approved,,2018-09-20 00:00:00-04:00
2018-09-20 04:15:00+00:00,898.0,ft^3/s,Approved,,2018-09-20 00:15:00-04:00
2018-09-20 04:30:00+00:00,894.0,ft^3/s,Approved,,2018-09-20 00:30:00-04:00
2018-09-20 04:45:00+00:00,886.0,ft^3/s,Approved,,2018-09-20 00:45:00-04:00
2018-09-20 05:00:00+00:00,882.0,ft^3/s,Approved,,2018-09-20 01:00:00-04:00
2018-09-20 05:15:00+00:00,875.0,ft^3/s,Approved,,2018-09-20 01:15:00-04:00
2018-09-20 05:30:00+00:00,869.0,ft^3/s,Approved,,2018-09-20 01:30:00-04:00
2018-09-20 05:45:00+00:00,866.0,ft^3/s,Approved,,2018-09-20 01:45:00-04:00
2018-09-20 06:00:00+00:00,860.0,ft^3/s,Approved,,2018-09-20 02:00:00-04:00
2018-09-20 06:15:00+00:00,857.0,ft^3/s,Approved,,2018-09-20 02:15:00-04:00
2018-09-20 06:30:00+00:00,852.0,ft^3/s,Approved,,2018-09-20 02:30:00-04:00
2018-09-20 06:45:00+00:00,846.0,ft^3/s,Approved,,2018-09-20 02:45:00-04:00
2018-09-20 07:00:00+00:00,846.0,ft^3/s,Approved,,2018-09-20 03:00:00-04:00
2018-09-20 07:15:00+00:00,837.0,ft^3/s,Approved,,2018-09-20 03:15:00-04:00
