time_utc,discharge_cfs,unit,approval_status,qualifier,time_local
2018-09-25 18:45:00+00:00,94.4,ft^3/s,Approved,,2018-09-25 14:45:00-04:00
2018-09-25 19:00:00+00:00,94.4,ft^3/s,Approved,,2018-09-25 15:00:00-04:00
2018-09-25 19:15:00+00:00,95.3,ft^3/s,Approved,,2018-09-25 15:15:00-04:00
2018-09-25 19:30:00+00:00,95.3,ft^3/s,Approved,,2018-09-25 15:30:00-04:00
2018-09-25 19:45:00+00:00,97.2,ft^3/s,Approved,,2018-09-25 15:45:00-04:00
2018-09-25 20:00:00+00:00,97.2,ft^3/s,Approved,,2018-09-25 16:00:00-04:00
2018-09-25 20:15:00+00:00,98.1,ft^3/s,Approved,,2018-09-25 16:15:00-04:00
2018-09-25 20:30:00+00:00,99.1,ft^3/s,Approved,,2018-09-25 16:30:00-04:00
2018-09-25 20:45:00+00:00,99.1,ft^3/s,Approved,,2018-09-25 16:45:00-04:00
2018-09-25 21:00:00+00:00,100.0,ft^3/s,Approved,,2018-09-25 17:00:00-04:00
2018-09-25 21:15:00+00:00,100.0,ft^3/s,Approved,,2018-09-25 17:15:00-04:00
2018-09-25 21:30:00+00:00,100.0,ft^3/s,Approved,,2018-09-25 17:30:00-04:00
2018-09-25 21:45:00+00:00,101.0,ft^3/s,Approved,,2018-09-25 17:45:00-04:00
2018-09-25 22:00:00+00:00,101.0,ft^3/s,Approved,,2018-09-25 18:00:00-04:00
2018-09-25 22:15:00+00:00,102.0,ft^3/s,Approved,,2018-09-25 18:15:00-04:00
2018-09-25 22:30:00+00:00,103.0,ft^3/s,Approved,,2018-09-25 18:30:00-04:00
2018-09-25 22:45:00+00:00,103.0,ft^3/s,Approved,,2018-09-25 18:45:00-04:00
2018-09-25 23:00:00+00:00,104.0,ft^3/s,Approved,,2018-09-25 19:00:00-04:00
2018-09-25 23:15:00+00:00,104.0,ft^3/s,Approved,,2018-09-25 19:15:00-04:00
2018-09-25 23:30:00+00:00,105.0,ft^3/s,Approved,,2018-09-25 19:30:00-04:00
2018-09-25 23:45:00+00:00,105.0,ft^3/s,Approved,,2018-09-25 19:45:00-04:00
2018-09-26 00:00:00+00:00,105.0,ft^3/s,Approved,,2018-09-25 20:00:00-04:00
2018-09-26 00:15:00+00:00,106.0,ft^3/s,Approved,,2018-09-25 20:15:00-04:00
2018-09-26 00:30:00+00:00,107.0,ft^3/s,Approved,,2018-09-25 20:30:00-04:00
2018-09-26 00:45:00+00:00,108.0,ft^3/s,Approved,,2018-09-25 20:45:00-04:00
2018-09-26 01:00:00+00:00,108.0,ft^3/s,Approved,,2018-09-25 21:00:00-04:00
2018-09-26 01:15:00+00:00,110.0,ft^3/s,Approved,,2018-09-25 21:15:00-04:00
2018-09-26 01:30:00+00:00,111.0,ft^3/s,Approved,,2018-09-25 21:30:00-04:00
2018-09-26 01:45:00+00:00,113.0,ft^3/s,Approved,,2018-09-25 21:45:00-04:00
2018-09-26 02:00:00+00:00,114.0,ft^3/s,Approved,,2018-09-25 22:00:00-04:00
2018-09-26 02:15:00+00:00,115.0,ft^3/s,Approved,,2018-09-25 22:15:00-04:00
2018-09-26 02:30:00+00:00,118.0,ft^3/s,Approved,,2018-09-25 22:30:00-04:00
2018-09-26 02:45:00+00:00,120.0,ft^3/s,Approved,,2018-09-25 22:45:00-04:00
2018-09-26 03:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-25 23:00:00-04:00
2018-09-26 03:15:00+00:00,122.0,ft^3/s,Approved,,2018-09-25 23:15:00-04:00
2018-09-26 03:30:00+00:00,124.0,ft^3/s,Approved,,2018-09-25 23:30:00-04:00
2018-09-26 03:45:00+00:00,124.0,ft^3/s,Approved,,2018-09-25 23:45:00-04:00
2018-09-26 04:00:00+00:00,125.0,ft^3/s,Approved,,2018-09-26 00:00:00-04:00
2018-09-26 04:15:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 00:15:00-04:00
2018-09-26 04:30:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 00:30:00-04:00
2018-09-26 04:45:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 00:45:00-04:00
2018-09-26 05:00:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 01:00:00-04:00
2018-09-26 05:15:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 01:15:00-04:00
2018-09-26 05:30:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 01:30:00-04:00
2018-09-26 05:45:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 01:45:00-04:00
2018-09-26 06:00:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 02:00:00-04:00
2018-09-26 06:15:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 02:15:00-04:00
2018-09-26 06:30:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 02:30:00-04:00
2018-09-26 06:45:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 02:45:00-04:00
2018-09-26 07:00:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 03:00:00-04:00
2018-09-26 07:15:00+00:00,127.0,ft^3/s,Approved,,2018-09-26 03:15:00-04:00
2018-09-26 07:30:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 03:30:00-04:00
2018-09-26 07:45:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 03:45:00-04:00
2018-09-26 08:00:00+00:00,126.0,ft^3/s,Approved,,2018-09-26 04:00:00-04:00
2018-09-26 08:15:00+00:00,125.0,ft^3/s,Approved,,2018-09-26 04:15:00-04:00
2018-09-26 08:30:00+00:00,125.0,ft^3/s,Approved,,2018-09-26 04:30:00-04:00
2018-09-26 08:45:00+00:00,124.0,ft^3/s,Approved,,2018-09-26 04:45:00-04:00
2018-09-26 09:00:00+00:00,124.0,ft^3/s,Approved,,2018-09-26 05:00:00-04:00
2018-09-26 09:15:00+00:00,123.0,ft^3/s,Approved,,2018-09-26 05:15:00-04:00
2018-09-26 09:30:00+00:00,123.0,ft^3/s,Approved,,2018-09-26 05:30:00-04:00
2018-09-26 09:45:00+00:00,123.0,ft^3/s,Approved,,2018-09-26 05:45:00-04:00
2018-09-26 10:00:00+00:00,123.0,ft^3/s,Approved,,2018-09-26 06:00:00-04:00
2018-09-26 10:15:00+00:00,122.0,ft^3/s,Approved,,2018-09-26 06:15:00-04:00
2018-09-26 10:30:00+00:00,122.0,ft^3/s,Approved,,2018-09-26 06:30:00-04:00
2018-09-26 10:45:00+00:00,122.0,ft^3/s,Approved,,2018-09-26 06:45:00-04:00
2018-09-26 11:00:00+00:00,122.0,ft^3/s,Approved,,2018-09-26 07:00:00-04:00
2018-09-26 11:15:00+00:00,122.0,ft^3/s,Approved,,2018-09-26 07:15:00-04:00
2018-09-26 11:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 07:30:00-04:00
2018-09-26 11:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 07:45:00-04:00
2018-09-26 12:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 08:00:00-04:00
2018-09-26 12:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 08:15:00-04:00
2018-09-26 12:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 08:30:00-04:00
2018-09-26 12:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 08:45:00-04:00
2018-09-26 13:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 09:00:00-04:00
2018-09-26 13:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 09:15:00-04:00
2018-09-26 13:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 09:30:00-04:00
2018-09-26 13:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 09:45:00-04:00
2018-09-26 14:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 10:00:00-04:00
2018-09-26 14:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 10:15:00-04:00
2018-09-26 14:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 10:30:00-04:00
2018-09-26 14:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 10:45:00-04:00
2018-09-26 15:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 11:00:00-04:00
2018-09-26 15:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 11:15:00-04:00
2018-09-26 15:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 11:30:00-04:00
2018-09-26 15:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 11:45:00-04:00
2018-09-26 16:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 12:00:00-04:00
2018-09-26 16:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 12:15:00-04:00
2018-09-26 16:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 12:30:00-04:00
2018-09-26 16:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 12:45:00-04:00
2018-09-26 17:00:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 13:00:00-04:00
2018-09-26 17:15:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 13:15:00-04:00
2018-09-26 17:30:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 13:30:00-04:00
2018-09-26 17:45:00+00:00,121.0,ft^3/s,Approved,,2018-09-26 13:45:00-04:00
2018-09-26 18:00:00+00:00,120.0,ft^3/s,Approved,,2018-09-26 14:00:00-04:00
2018-09-26 18:15:00+00:00,120.0,ft^3/s,Approved,,2018-09-26 14:15:00-04:00
2018-09-26 18:30:00+00:00,120.0,ft^3/s,Approved,,2018-09-26 14:30:00-04:00
2018-09-26 18:45:00+00:00,119.0,ft^3/s,Approved,,2018-09-26 14:45:00-04:00
2018-09-26 19:00:00+00:00,119.0,ft^3/s,Approved,,2018-09-26 15:00:00-04:00
2018-09-26 19:15:00+00:00,119.0,ft^3/s,Approved,,2018-09-26 15:15:00-04:00
2018-09-26 19:30:00+00:00,118.0,ft^3/s,Approved,,2018-09-26 15:30:00-04:00
2018-09-26 19:45:00+00:00,118.0,ft^3/s,Approved,,2018-09-26 15:45:00-04:00
2018-09-26 20:00:00+00:00,117.0,ft^3/s,Approved,,2018-09-26 16:00:00-04:00
2018-09-26 20:15:00+00:00,117.0,ft^3/s,Approved,,2018-09-26 16:15:00-04:00
2018-09-26 20:30:00+00:00,116.0,ft^3/s,Approved,,2018-09-26 16:30:00-04:00
2018-09-26 20:45:00+00:00,115.0,ft^3/s,Approved,,2018-09-26 16:45:00-04:00
2018-09-26 21:00:00+00:00,115.0,ft^3/s,Approved,,2018-09-26 17:00:00-04:00
2018-09-26 21:15:00+00:00,115.0,ft^3/s,Approved,,2018-09-26 17:15:00-04:00
2018-09-26 21:30:00+00:00,114.0,ft^3/s,Approved,,2018-09-26 17:30:00-04:00
2018-09-26 21:45:00+00:00,114.0,ft^3/s,Approved,,2018-09-26 17:45:00-04:00
2018-09-26 22:00:00+00:00,114.0,ft^3/s,Approved,,2018-09-26 18:00:00-04:00
2018-09-26 22:15:00+00:00,114.0,ft^3/s,Approved,,2018-09-26 18:15:00-04:00
2018-09-26 22:30:00+00:00,113.0,ft^3/s,Approved,,2018-09-26 18:30:00-04:00
2018-09-26 22:45:00+00:00,112.0,ft^3/s,Approved,,2018-09-26 18:45:00-04:00
2018-09-26 23:00:00+00:00,112.0,ft^3/s,Approved,,2018-09-26 19:00:00-04:00
2018-09-26 23:15:00+00:00,111.0,ft^3/s,Approved,,2018-09-26 19:15:00-04:00
2018-09-26 23:30:00+00:00,111.0,ft^3/s,Approved,,2018-09-26 19:30:00-04:00
2018-09-26 23:45:00+00:00,110.0,ft^3/s,Approved,,2018-09-26 19:45:00-04:00
2018-09-27 00:00:00+00:00,110.0,ft^3/s,Approved,,2018-09-26 20:00:00-04:00
2018-09-27 00:15:00+00:00,109.0,ft^3/s,Approved,,2018-09-26 20:15:00-04:00
2018-09-27 00:30:00+00:00,109.0,ft^3/s,Approved,,2018-09-26 20:30:00-04:00
2018-09-27 00:45:00+00:00,108.0,ft^3/s,Approved,,2018-09-26 20:45:00-04:00
2018-09-27 01:00:00+00:00,108.0,ft^3/s,Approved,,2018-09-26 21:00:00-04:00
2018-09-27 01:15:00+00:00,108.0,ft^3/s,Approved,,2018-09-26 21:15:00-04:00
2018-09-27 01:30:00+00:00,107.0,ft^3/s,Approved,,2018-09-26 21:30:00-04:00
2018-09-27 01:45:00+00:00,107.0,ft^3/s,Approved,,2018-09-26 21:45:00-04:00
2018-09-27 02:00:00+00:00,106.0,ft^3/s,Approved,,2018-09-26 22:00:00-04:00
2018-09-27 02:15:00+00:00,106.0,ft^3/s,Approved,,2018-09-26 22:15:00-04:00
2018-09-27 02:30:00+00:00,106.0,ft^3/s,Approved,,2018-09-26 22:30:00-04:00
2018-09-27 02:45:00+00:00,105.0,ft^3/s,Approved,,2018-09-26 22:45:00-04:00
2018-09-27 03:00:00+00:00,105.0,ft^3/s,Approved,,2018-09-26 23:00:00-04:00
2018-09-27 03:15:00+00:00,105.0,ft^3/s,Approved,,2018-09-26 23:15:00-04:00
2018-09-27 03:30:00+00:00,104.0,ft^3/s,Approved,,2018-09-26 23:30:00-04:00
2018-09-27 03:45:00+00:00,104.0,ft^3/s,Approved,,2018-09-26 23:45:00-04:00
2018-09-27 04:00:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 00:00:00-04:00
2018-09-27 04:15:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 00:15:00-04:00
2018-09-27 04:30:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 00:30:00-04:00
2018-09-27 04:45:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 00:45:00-04:00
2018-09-27 05:00:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 01:00:00-04:00
2018-09-27 05:15:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 01:15:00-04:00
2018-09-27 05:30:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 01:30:00-04:00
2018-09-27 05:45:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 01:45:00-04:00
2018-09-27 06:00:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 02:00:00-04:00
2018-09-27 06:15:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 02:15:00-04:00
2018-09-27 06:30:00+00:00,103.0,ft^3/s,Approved,,2018-09-27 02:30:00-04:00
2018-09-27 06:45:00+00:00,102.0,ft^3/s,Approved,,2018-09-27 02:45:00-04:00
2018-09-27 07:00:00+00:00,102.0,ft^3/s,Approved,,2018-09-27 03:00:00-04:00
2018-09-27 07:15:00+00:00,102.0,ft^3/s,Approved,,2018-09-27 03:15:00-04:00
2018-09-27 07:30:00+00:00,102.0,ft^3/s,Approved,,2018-09-27 03:30:00-04:00
2018-09-27 07:45:00+00:00,102.0,ft^3/s,Approved,,2018-09-27 03:45:00-04:00
2018-09-27 08:00:00+00:00,101.0,ft^3/s,Approved,,2018-09-27 04:00:00-04:00
2018-09-27 08:15:00+00:00,101.0,ft^3/s,Approved,,2018-09-27 04:15:00-04:00
2018-09-27 08:30:00+00:00,101.0,ft^3/s,Approved,,2018-09-27 04:30:00-04:00
2018-09-27 08:45:00+00:00,101.0,ft^3/s,Approved,,2018-09-27 04:45:00-04:00
2018-09-27 09:00:00+00:00,101.0,ft^3/s,Approved,,2018-09-27 05:00:00-04:00
2018-09-27 09:15:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 05:15:00-04:00
2018-09-27 09:30:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 05:30:00-04:00
2018-09-27 09:45:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 05:45:00-04:00
2018-09-27 10:00:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 06:00:00-04:00
2018-09-27 10:15:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 06:15:00-04:00
2018-09-27 10:30:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 06:30:00-04:00
2018-09-27 10:45:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 06:45:00-04:00
2018-09-27 11:00:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 07:00:00-04:00
2018-09-27 11:15:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 07:15:00-04:00
2018-09-27 11:30:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 07:30:00-04:00
2018-09-27 11:45:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 07:45:00-04:00
2018-09-27 12:00:00+00:00,100.0,ft^3/s,Approved,,2018-09-27 08:00:00-04:00
2018-09-27 12:15:00+00:00,99.1,ft^3/s,Approved,,2018-09-27 08:15:00-04:00
2018-09-27 12:30:00+00:00,99.1,ft^3/s,Approved,,2018-09-27 08:30:00-04:00
2018-09-27 12:45:00+00:00,99.1,ft^3/s,Approved,,2018-09-27 08:45:00-04:00
2018-09-27 13:00:00+00:00,98.1,ft^3/s,Approved,,2018-09-27 09:00:00-04:00
2018-09-27 13:15:00+00:00,98.1,ft^3/s,Approved,,2018-09-27 09:15:00-04:00
2018-09-27 13:30:00+00:00,97.2,ft^3/s,Approved,,2018-09-27 09:30:00-04:00
2018-09-27 13:45:00+00:00,97.2,ft^3/s,Approved,,2018-09-27 09:45:00-04:00
2018-09-27 14:00:00+00:00,96.3,ft^3/s,Approved,,2018-09-27 10:00:00-04:00
2018-09-27 14:15:00+00:00,96.3,ft^3/s,Approved,,2018-09-27 10:15:00-04:00
2018-09-27 14:30:00+00:00,95.3,ft^3/s,Approved,,2018-09-27 10:30:00-04:00
2018-09-27 14:45:00+00:00,95.3,ft^3/s,Approved,,2018-09-27 10:45:00-04:00
2018-09-27 15:00:00+00:00,95.3,ft^3/s,Approved,,2018-09-27 11:00:00-04:00
2018-09-27 15:15:00+00:00,94.4,ft^3/s,Approved,,2018-09-27 11:15:00-04:00
2018-09-27 15:30:00+00:00,94.4,ft^3/s,Approved,,2018-09-27 11:30:00-04:00
2018-09-27 15:45:00+00:00,93.5,ft^3/s,Approved,,2018-09-27 11:45:00-04:00
2018-09-27 16:00:00+00:00,92.6,ft^3/s,Approved,,2018-09-27 12:00:00-04:00
2018-09-27 16:15:00+00:00,92.6,ft^3/s,Approved,,2018-09-27 12:15:00-04:00
2018-09-27 16:30:00+00:00,92.6,ft^3/s,Approved,,2018-09-27 12:30:00-04:00
2018-09-27 16:45:00+00:00,92.6,ft^3/s,Approved,,2018-09-27 12:45:00-04:00
2018-09-27 17:00:00+00:00,91.7,ft^3/s,Approved,,2018-09-27 13:00:00-04:00
2018-09-27 17:15:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 13:15:00-04:00
2018-09-27 17:30:00+00:00,91.7,ft^3/s,Approved,,2018-09-27 13:30:00-04:00
2018-09-27 17:45:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 13:45:00-04:00
2018-09-27 18:00:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 14:00:00-04:00
2018-09-27 18:15:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 14:15:00-04:00
2018-09-27 18:30:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 14:30:00-04:00
2018-09-27 18:45:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 14:45:00-04:00
2018-09-27 19:00:00+00:00,90.8,ft^3/s,Approved,,2018-09-27 15:00:00-04:00
2018-09-27 19:15:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 15:15:00-04:00
2018-09-27 19:30:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 15:30:00-04:00
2018-09-27 19:45:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 15:45:00-04:00
2018-09-27 20:00:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 16:00:00-04:00
2018-09-27 20:15:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 16:15:00-04:00
2018-09-27 20:30:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 16:30:00-04:00
2018-09-27 20:45:00+00:00,89.9,ft^3/s,Approved,,2018-09-27 16:45:00-04:00
2018-09-27 21:00:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 17:00:00-04:00
2018-09-27 21:15:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 17:15:00-04:00
2018-09-27 21:30:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 17:30:00-04:00
2018-09-27 21:45:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 17:45:00-04:00
2018-09-27 22:00:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 18:00:00-04:00
2018-09-27 22:15:00+00:00,89.0,ft^3/s,Approved,,2018-09-27 18:15:00-04:00
2018-09-27 22:30:00+00:00,88.1,ft^3/s,Approved,,2018-09-27 18:30:00-04:00
2018-09-27 22:45:00+00:00,88.1,ft^3/s,Approved,,2018-09-27 18:45:00-04:00
2018-09-27 23:00:00+00:00,88.1,ft^3/s,Approved,,2018-09-27 19:00:00-04:00
2018-09-27 23:15:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 19:15:00-04:00
2018-09-27 23:30:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 19:30:00-04:00
2018-09-27 23:45:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 19:45:00-04:00
2018-09-28 00:00:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 20:00:00-04:00
2018-09-28 00:15:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 20:15:00-04:00
2018-09-28 00:30:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 20:30:00-04:00
2018-09-28 00:45:00+00:00,87.3,ft^3/s,Approved,,2018-09-27 20:45:00-04:00
2018-09-28 01:00:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 21:00:00-04:00
2018-09-28 01:15:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 21:15:00-04:00
2018-09-28 01:30:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 21:30:00-04:00
2018-09-28 01:45:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 21:45:00-04:00
2018-09-28 02:00:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 22:00:00-04:00
2018-09-28 02:15:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 22:15:00-04:00
2018-09-28 02:30:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 22:30:00-04:00
2018-09-28 02:45:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 22:45:00-04:00
2018-09-28 03:00:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 23:00:00-04:00
2018-09-28 03:15:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 23:15:00-04:00
2018-09-28 03:30:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 23:30:00-04:00
2018-09-28 03:45:00+00:00,86.4,ft^3/s,Approved,,2018-09-27 23:45:00-04:00
2018-09-28 04:00:00+00:00,86.4,ft^3/s,Approved,,2018-09-28 00:00:00-04:00
2018-09-28 04:15:00+00:00,86.4,ft^3/s,Approved,,2018-09-28 00:15:00-04:00
2018-09-28 04:30:00+00:00,87.3,ft^3/s,Approved,,2018-09-28 00:30:00-04:00
2018-09-28 04:45:00+00:00,86.4,ft^3/s,Approved,,2018-09-28 00:45:00-04:00
2018-09-28 05:00:00+00:00,87.3,ft^3/s,Approved,,2018-09-28 01:00:00-04:00
2018-09-28 05:15:00+00:00,87.3,ft^3/s,Approved,,2018-09-28 01:15:00-04:00
2018-09-28 05:30:00+00:00,87.3,ft^3/s,Approved,,2018-09-28 01:30:00-04:00
2018-09-28 05:45:00+00:00,88.1,ft^3/s,Approved,,2018-09-28 01:45:00-04:00
2018-09-28 06:00:00+00:00,88.1,ft^3/s,Approved,,2018-09-28 02:00:00-04:00
2018-09-28 06:15:00+00:00,88.1,ft^3/s,Approved,,2018-09-28 02:15:00-04:00
2018-09-28 06:30:00+00:00,88.1,ft^3/s,Approved,,2018-09-28 02:30:00-04:00
2018-09-28 06:45:00+00:00,89.0,ft^3/s,Approved,,2018-09-28 02:45:00-04:00
2018-09-28 07:00:00+00:00,89.0,ft^3/s,Approved,,2018-09-28 03:00:00-04:00
2018-09-28 07:15:00+00:00,89.0,ft^3/s,Approved,,2018-09-28 03:15:00-04:00
2018-09-28 07:30:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 03:30:00-04:00
2018-09-28 07:45:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 03:45:00-04:00
2018-09-28 08:00:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 04:00:00-04:00
2018-09-28 08:15:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 04:15:00-04:00
2018-09-28 08:30:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 04:30:00-04:00
2018-09-28 08:45:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 04:45:00-04:00
2018-09-28 09:00:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 05:00:00-04:00
2018-09-28 09:15:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 05:15:00-04:00
2018-09-28 09:30:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 05:30:00-04:00
2018-09-28 09:45:00+00:00,89.9,ft^3/s,Approved,,2018-09-28 05:45:00-04:00
2018-09-28 10:00:00+00:00,90.8,ft^3/s,Approved,,2018-09-28 06:00:00-04:00
2018-09-28 10:15:00+00:00,90.8,ft^3/s,Approved,,2018-09-28 06:15:00-04:00
2018-09-28 10:30:00+00:00,90.8,ft^3/s,Approved,,2018-09-28 06:30:00-04:00
2018-09-28 10:45:00+00:00,91.7,ft^3/s,Approved,,2018-09-28 06:45:00-04:00
2018-09-28 11:00:00+00:00,91.7,ft^3/s,Approved,,2018-09-28 07:00:00-04:00
2018-09-28 11:15:00+00:00,92.6,ft^3/s,Approved,,2018-09-28 07:15:00-04:00
2018-09-28 11:30:00+00:00,92.6,ft^3/s,Approved,,2018-09-28 07:30:00-04:00
2018-09-28 11:45:00+00:00,92.6,ft^3/s,Approved,,2018-09-28 07:45:00-04:00
2018-09-28 12:00:00+00:00,93.5,ft^3/s,Approved,,2018-09-28 08:00:00-04:00
2018-09-28 12:15:00+00:00,93.5,ft^3/s,Approved,,2018-09-28 08:15:00-04:00
2018-09-28 12:30:00+00:00,93.5,ft^3/s,Approved,,2018-09-28 08:30:00-04:00
2018-09-28 12:45:00+00:00,93.5,ft^3/s,Approved,,2018-09-28 08:45:00-04:00
2018-09-28 13:00:00+00:00,94.4,ft^3/s,Approved,,2018-09-28 09:00:00-04:00
2018-09-28 13:15:00+00:00,94.4,ft^3/s,Approved,,2018-09-28 09:15:00-04:00
2018-09-28 13:30:00+00:00,94.4,ft^3/s,Approved,,2018-09-28 09:30:00-04:00
2018-09-28 13:45:00+00:00,95.3,ft^3/s,Approved,,2018-09-28 09:45:00-04:00
2018-09-28 14:00:00+00:00,95.3,ft^3/s,Approved,,2018-09-28 10:00:00-04:00
2018-09-28 14:15:00+00:00,95.3,ft^3/s,Approved,,2018-09-28 10:15:00-04:00
2018-09-28 14:30:00+00:00,95.3,ft^3/s,Approved,,2018-09-28 10:30:00-04:00
2018-09-28 14:45:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 10:45:00-04:00
2018-09-28 15:00:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 11:00:00-04:00
2018-09-28 15:15:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 11:15:00-04:00
2018-09-28 15:30:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 11:30:00-04:00
2018-09-28 15:45:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 11:45:00-04:00
2018-09-28 16:00:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 12:00:00-04:00
2018-09-28 16:15:00+00:00,96.3,ft^3/s,Approved,,2018-09-28 12:15:00-04:00
