timestamp_utc,product,filename,local_path,source_url,status,size_bytes
2018-09-16T04:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-040000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-040000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-040000.grib2.gz,downloaded,772774
2018-09-16T05:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-050000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-050000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-050000.grib2.gz,downloaded,767502
2018-09-16T06:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-060000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-060000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-060000.grib2.gz,downloaded,772917
2018-09-16T07:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-070000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-070000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-070000.grib2.gz,downloaded,756694
2018-09-16T08:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-080000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-080000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-080000.grib2.gz,downloaded,747090
2018-09-16T09:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-090000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-090000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-090000.grib2.gz,downloaded,736429
2018-09-16T10:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-100000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-100000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-100000.grib2.gz,downloaded,751017
2018-09-16T11:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-110000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-110000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-110000.grib2.gz,downloaded,725462
2018-09-16T12:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-120000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-120000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-120000.grib2.gz,downloaded,726079
2018-09-16T13:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-130000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-130000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-130000.grib2.gz,downloaded,716880
2018-09-16T14:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-140000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-140000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-140000.grib2.gz,downloaded,720034
2018-09-16T15:00:00+00:00,GaugeCorr_QPE_01H,GaugeCorr_QPE_01H_00.00_20180916-150000.grib2.gz,data\raw\rainfall\mrms_gaugecorr_qpe_01h\GaugeCorr_QPE_01H_00.00_20180916-150000.grib2.gz,https://mtarchive.geol.iastate.edu/2018/09/16/mrms/ncep/GaugeCorr_QPE_01H/GaugeCorr_QPE_01H_00.00_20180916-150000.grib2.gz,downloaded,732359
