site_number,site_name,time_local,discharge_cfs
02092500,"Trent River near Trenton, NC",2018-09-24 23:00:00-04:00,533.0
02092500,"Trent River near Trenton, NC",2018-09-25 00:00:00-04:00,528.5
02092500,"Trent River near Trenton, NC",2018-09-25 01:00:00-04:00,523.5
02092500,"Trent River near Trenton, NC",2018-09-25 02:00:00-04:00,519.75
02092500,"Trent River near Trenton, NC",2018-09-25 03:00:00-04:00,515.0
02092500,"Trent River near Trenton, NC",2018-09-25 04:00:00-04:00,510.5
02092500,"Trent River near Trenton, NC",2018-09-25 05:00:00-04:00,506.25
02092500,"Trent River near Trenton, NC",2018-09-25 06:00:00-04:00,501.75
02092500,"Trent River near Trenton, NC",2018-09-25 07:00:00-04:00,497.5
02092500,"Trent River near Trenton, NC",2018-09-25 08:00:00-04:00,493.0
02092500,"Trent River near Trenton, NC",2018-09-25 09:00:00-04:00,489.75
02092500,"Trent River near Trenton, NC",2018-09-25 10:00:00-04:00,485.0
02092500,"Trent River near Trenton, NC",2018-09-25 11:00:00-04:00,481.75
02092500,"Trent River near Trenton, NC",2018-09-25 12:00:00-04:00,478.0
02092500,"Trent River near Trenton, NC",2018-09-25 13:00:00-04:00,474.0
02092500,"Trent River near Trenton, NC",2018-09-25 14:00:00-04:00,469.75
02092500,"Trent River near Trenton, NC",2018-09-25 15:00:00-04:00,467.75
02092500,"Trent River near Trenton, NC",2018-09-25 16:00:00-04:00,464.0
02092500,"Trent River near Trenton, NC",2018-09-25 17:00:00-04:00,460.5
02092500,"Trent River near Trenton, NC",2018-09-25 18:00:00-04:00,457.5
02092500,"Trent River near Trenton, NC",2018-09-25 19:00:00-04:00,454.5
02092500,"Trent River near Trenton, NC",2018-09-25 20:00:00-04:00,450.75
02092500,"Trent River near Trenton, NC",2018-09-25 21:00:00-04:00,448.5
02092500,"Trent River near Trenton, NC",2018-09-25 22:00:00-04:00,446.25
02092500,"Trent River near Trenton, NC",2018-09-25 23:00:00-04:00,443.25
02092500,"Trent River near Trenton, NC",2018-09-26 00:00:00-04:00,440.25
02092500,"Trent River near Trenton, NC",2018-09-26 01:00:00-04:00,437.25
02092500,"Trent River near Trenton, NC",2018-09-26 02:00:00-04:00,435.0
02092500,"Trent River near Trenton, NC",2018-09-26 03:00:00-04:00,432.0
02092500,"Trent River near Trenton, NC",2018-09-26 04:00:00-04:00,430.25
02092500,"Trent River near Trenton, NC",2018-09-26 05:00:00-04:00,427.5
02092500,"Trent River near Trenton, NC",2018-09-26 06:00:00-04:00,426.25
02092500,"Trent River near Trenton, NC",2018-09-26 07:00:00-04:00,423.5
02092500,"Trent River near Trenton, NC",2018-09-26 08:00:00-04:00,421.25
02092500,"Trent River near Trenton, NC",2018-09-26 09:00:00-04:00,419.0
02092500,"Trent River near Trenton, NC",2018-09-26 10:00:00-04:00,416.5
02092500,"Trent River near Trenton, NC",2018-09-26 11:00:00-04:00,414.5
02092500,"Trent River near Trenton, NC",2018-09-26 12:00:00-04:00,412.25
02092500,"Trent River near Trenton, NC",2018-09-26 13:00:00-04:00,410.5
02092500,"Trent River near Trenton, NC",2018-09-26 14:00:00-04:00,408.25
02092500,"Trent River near Trenton, NC",2018-09-26 15:00:00-04:00,406.0
02092500,"Trent River near Trenton, NC",2018-09-26 16:00:00-04:00,404.25
02092500,"Trent River near Trenton, NC",2018-09-26 17:00:00-04:00,402.25
02092500,"Trent River near Trenton, NC",2018-09-26 18:00:00-04:00,400.5
02092500,"Trent River near Trenton, NC",2018-09-26 19:00:00-04:00,398.5
02092500,"Trent River near Trenton, NC",2018-09-26 20:00:00-04:00,397.0
02092500,"Trent River near Trenton, NC",2018-09-26 21:00:00-04:00,395.0
02092500,"Trent River near Trenton, NC",2018-09-26 22:00:00-04:00,393.25
02092500,"Trent River near Trenton, NC",2018-09-26 23:00:00-04:00,391.0
02092500,"Trent River near Trenton, NC",2018-09-27 00:00:00-04:00,389.75
02092500,"Trent River near Trenton, NC",2018-09-27 01:00:00-04:00,388.5
02092500,"Trent River near Trenton, NC",2018-09-27 02:00:00-04:00,386.5
02092500,"Trent River near Trenton, NC",2018-09-27 03:00:00-04:00,384.5
02092500,"Trent River near Trenton, NC",2018-09-27 04:00:00-04:00,383.25
02092500,"Trent River near Trenton, NC",2018-09-27 05:00:00-04:00,381.5
02092500,"Trent River near Trenton, NC",2018-09-27 06:00:00-04:00,379.75
02092500,"Trent River near Trenton, NC",2018-09-27 07:00:00-04:00,378.25
02092500,"Trent River near Trenton, NC",2018-09-27 08:00:00-04:00,376.0
02092500,"Trent River near Trenton, NC",2018-09-27 09:00:00-04:00,375.0
02092500,"Trent River near Trenton, NC",2018-09-27 10:00:00-04:00,374.0
02092500,"Trent River near Trenton, NC",2018-09-27 11:00:00-04:00,372.5
02092500,"Trent River near Trenton, NC",2018-09-27 12:00:00-04:00,370.5
02092500,"Trent River near Trenton, NC",2018-09-27 13:00:00-04:00,368.5
02092500,"Trent River near Trenton, NC",2018-09-27 14:00:00-04:00,366.5
02092500,"Trent River near Trenton, NC",2018-09-27 15:00:00-04:00,364.25
02092500,"Trent River near Trenton, NC",2018-09-27 16:00:00-04:00,363.5
02092500,"Trent River near Trenton, NC",2018-09-27 17:00:00-04:00,361.0
02092500,"Trent River near Trenton, NC",2018-09-27 18:00:00-04:00,359.75
02092500,"Trent River near Trenton, NC",2018-09-27 19:00:00-04:00,357.0
02092500,"Trent River near Trenton, NC",2018-09-27 20:00:00-04:00,355.75
02092500,"Trent River near Trenton, NC",2018-09-27 21:00:00-04:00,354.5
02092500,"Trent River near Trenton, NC",2018-09-27 22:00:00-04:00,352.5
02092500,"Trent River near Trenton, NC",2018-09-27 23:00:00-04:00,350.75
02092500,"Trent River near Trenton, NC",2018-09-28 00:00:00-04:00,349.0
02092500,"Trent River near Trenton, NC",2018-09-28 01:00:00-04:00,346.75
02092500,"Trent River near Trenton, NC",2018-09-28 02:00:00-04:00,345.0
02092500,"Trent River near Trenton, NC",2018-09-28 03:00:00-04:00,343.75
02092500,"Trent River near Trenton, NC",2018-09-28 04:00:00-04:00,343.25
02092500,"Trent River near Trenton, NC",2018-09-28 05:00:00-04:00,341.75
02092500,"Trent River near Trenton, NC",2018-09-28 06:00:00-04:00,340.5
02092500,"Trent River near Trenton, NC",2018-09-28 07:00:00-04:00,337.75
02092500,"Trent River near Trenton, NC",2018-09-28 08:00:00-04:00,336.0
02092500,"Trent River near Trenton, NC",2018-09-28 09:00:00-04:00,334.5
02092500,"Trent River near Trenton, NC",2018-09-28 10:00:00-04:00,332.75
02092500,"Trent River near Trenton, NC",2018-09-28 11:00:00-04:00,330.75
02092500,"Trent River near Trenton, NC",2018-09-28 12:00:00-04:00,328.0
02092500,"Trent River near Trenton, NC",2018-09-28 13:00:00-04:00,326.0
02092500,"Trent River near Trenton, NC",2018-09-28 14:00:00-04:00,323.5
02092500,"Trent River near Trenton, NC",2018-09-28 15:00:00-04:00,322.75
02092500,"Trent River near Trenton, NC",2018-09-28 16:00:00-04:00,321.0
02092500,"Trent River near Trenton, NC",2018-09-28 17:00:00-04:00,319.0
02092500,"Trent River near Trenton, NC",2018-09-28 18:00:00-04:00,318.0
02092500,"Trent River near Trenton, NC",2018-09-28 19:00:00-04:00,314.75
02092500,"Trent River near Trenton, NC",2018-09-28 20:00:00-04:00,313.25
02092500,"Trent River near Trenton, NC",2018-09-28 21:00:00-04:00,311.5
02092500,"Trent River near Trenton, NC",2018-09-28 22:00:00-04:00,309.25
02092500,"Trent River near Trenton, NC",2018-09-28 23:00:00-04:00,307.5
02092500,"Trent River near Trenton, NC",2018-09-29 00:00:00-04:00,305.75
02092500,"Trent River near Trenton, NC",2018-09-29 01:00:00-04:00,304.25
02092500,"Trent River near Trenton, NC",2018-09-29 02:00:00-04:00,304.0
02092500,"Trent River near Trenton, NC",2018-09-29 03:00:00-04:00,302.0
02092500,"Trent River near Trenton, NC",2018-09-29 04:00:00-04:00,300.5
02092500,"Trent River near Trenton, NC",2018-09-29 05:00:00-04:00,299.0
02092500,"Trent River near Trenton, NC",2018-09-29 06:00:00-04:00,297.25
02092500,"Trent River near Trenton, NC",2018-09-29 07:00:00-04:00,296.75
02092500,"Trent River near Trenton, NC",2018-09-29 08:00:00-04:00,295.25
02092500,"Trent River near Trenton, NC",2018-09-29 09:00:00-04:00,294.5
02092500,"Trent River near Trenton, NC",2018-09-29 10:00:00-04:00,292.75
02092500,"Trent River near Trenton, NC",2018-09-29 11:00:00-04:00,292.25
02092500,"Trent River near Trenton, NC",2018-09-29 12:00:00-04:00,290.25
02092500,"Trent River near Trenton, NC",2018-09-29 13:00:00-04:00,290.0
02092500,"Trent River near Trenton, NC",2018-09-29 14:00:00-04:00,288.75
02092500,"Trent River near Trenton, NC",2018-09-29 15:00:00-04:00,287.0
02092500,"Trent River near Trenton, NC",2018-09-29 16:00:00-04:00,285.75
02092500,"Trent River near Trenton, NC",2018-09-29 17:00:00-04:00,284.75
02092500,"Trent River near Trenton, NC",2018-09-29 18:00:00-04:00,284.0
02092500,"Trent River near Trenton, NC",2018-09-29 19:00:00-04:00,282.75
02092500,"Trent River near Trenton, NC",2018-09-29 20:00:00-04:00,281.75
02092500,"Trent River near Trenton, NC",2018-09-29 21:00:00-04:00,280.5
02092500,"Trent River near Trenton, NC",2018-09-29 22:00:00-04:00,279.0
02092500,"Trent River near Trenton, NC",2018-09-29 23:00:00-04:00,278.0
02092500,"Trent River near Trenton, NC",2018-09-30 00:00:00-04:00,278.0
02092500,"Trent River near Trenton, NC",2018-09-30 01:00:00-04:00,277.25
02092500,"Trent River near Trenton, NC",2018-09-30 02:00:00-04:00,276.0
02092500,"Trent River near Trenton, NC",2018-09-30 03:00:00-04:00,275.0
02092500,"Trent River near Trenton, NC",2018-09-30 04:00:00-04:00,274.0
02092500,"Trent River near Trenton, NC",2018-09-30 05:00:00-04:00,273.0
02092500,"Trent River near Trenton, NC",2018-09-30 06:00:00-04:00,272.0
02092500,"Trent River near Trenton, NC",2018-09-30 07:00:00-04:00,271.75
02092500,"Trent River near Trenton, NC",2018-09-30 08:00:00-04:00,270.75
02092500,"Trent River near Trenton, NC",2018-09-30 09:00:00-04:00,269.25
02092500,"Trent River near Trenton, NC",2018-09-30 10:00:00-04:00,268.0
02092500,"Trent River near Trenton, NC",2018-09-30 11:00:00-04:00,267.75
02092500,"Trent River near Trenton, NC",2018-09-30 12:00:00-04:00,266.5
02092500,"Trent River near Trenton, NC",2018-09-30 13:00:00-04:00,265.5
02092500,"Trent River near Trenton, NC",2018-09-30 14:00:00-04:00,264.5
02092500,"Trent River near Trenton, NC",2018-09-30 15:00:00-04:00,263.75
02092500,"Trent River near Trenton, NC",2018-09-30 16:00:00-04:00,262.25
02092500,"Trent River near Trenton, NC",2018-09-30 17:00:00-04:00,261.75
02092500,"Trent River near Trenton, NC",2018-09-30 18:00:00-04:00,261.0
02092500,"Trent River near Trenton, NC",2018-09-30 19:00:00-04:00,260.0
02092500,"Trent River near Trenton, NC",2018-09-30 20:00:00-04:00,258.5
02092500,"Trent River near Trenton, NC",2018-09-30 21:00:00-04:00,257.25
02092500,"Trent River near Trenton, NC",2018-09-30 22:00:00-04:00,257.0
02092500,"Trent River near Trenton, NC",2018-09-30 23:00:00-04:00,255.75
02092500,"Trent River near Trenton, NC",2018-10-01 00:00:00-04:00,254.5
02092500,"Trent River near Trenton, NC",2018-10-01 01:00:00-04:00,253.25
02092500,"Trent River near Trenton, NC",2018-10-01 02:00:00-04:00,252.0
02092500,"Trent River near Trenton, NC",2018-10-01 03:00:00-04:00,251.25
02092500,"Trent River near Trenton, NC",2018-10-01 04:00:00-04:00,250.0
02092500,"Trent River near Trenton, NC",2018-10-01 05:00:00-04:00,248.5
02092500,"Trent River near Trenton, NC",2018-10-01 06:00:00-04:00,247.5
02092500,"Trent River near Trenton, NC",2018-10-01 07:00:00-04:00,246.25
02092500,"Trent River near Trenton, NC",2018-10-01 08:00:00-04:00,244.5
02092500,"Trent River near Trenton, NC",2018-10-01 09:00:00-04:00,243.0
02092500,"Trent River near Trenton, NC",2018-10-01 10:00:00-04:00,242.5
02092500,"Trent River near Trenton, NC",2018-10-01 11:00:00-04:00,240.75
02092500,"Trent River near Trenton, NC",2018-10-01 12:00:00-04:00,239.25
02092500,"Trent River near Trenton, NC",2018-10-01 13:00:00-04:00,238.0
02092500,"Trent River near Trenton, NC",2018-10-01 14:00:00-04:00,236.5
02092500,"Trent River near Trenton, NC",2018-10-01 15:00:00-04:00,235.0
02092500,"Trent River near Trenton, NC",2018-10-01 16:00:00-04:00,233.75
02092500,"Trent River near Trenton, NC",2018-10-01 17:00:00-04:00,232.0
02092500,"Trent River near Trenton, NC",2018-10-01 18:00:00-04:00,231.0
02092500,"Trent River near Trenton, NC",2018-10-01 19:00:00-04:00,229.25
02092500,"Trent River near Trenton, NC",2018-10-01 20:00:00-04:00,227.25
02092500,"Trent River near Trenton, NC",2018-10-01 21:00:00-04:00,226.5
02092500,"Trent River near Trenton, NC",2018-10-01 22:00:00-04:00,224.25
02092500,"Trent River near Trenton, NC",2018-10-01 23:00:00-04:00,223.5
02092500,"Trent River near Trenton, NC",2018-10-02 00:00:00-04:00,221.75
02092500,"Trent River near Trenton, NC",2018-10-02 01:00:00-04:00,220.25
02092500,"Trent River near Trenton, NC",2018-10-02 02:00:00-04:00,219.0
02092500,"Trent River near Trenton, NC",2018-10-02 03:00:00-04:00,217.25
02092500,"Trent River near Trenton, NC",2018-10-02 04:00:00-04:00,216.5
02092500,"Trent River near Trenton, NC",2018-10-02 05:00:00-04:00,214.5
02092500,"Trent River near Trenton, NC",2018-10-02 06:00:00-04:00,213.0
02092500,"Trent River near Trenton, NC",2018-10-02 07:00:00-04:00,211.5
02092500,"Trent River near Trenton, NC",2018-10-02 08:00:00-04:00,210.0
02092500,"Trent River near Trenton, NC",2018-10-02 09:00:00-04:00,208.5
02092500,"Trent River near Trenton, NC",2018-10-02 10:00:00-04:00,207.5
02092500,"Trent River near Trenton, NC",2018-10-02 11:00:00-04:00,206.5
02092500,"Trent River near Trenton, NC",2018-10-02 12:00:00-04:00,204.5
02092500,"Trent River near Trenton, NC",2018-10-02 13:00:00-04:00,203.25
02092500,"Trent River near Trenton, NC",2018-10-02 14:00:00-04:00,201.25
02092500,"Trent River near Trenton, NC",2018-10-02 15:00:00-04:00,200.75
02092500,"Trent River near Trenton, NC",2018-10-02 16:00:00-04:00,198.75
02092500,"Trent River near Trenton, NC",2018-10-02 17:00:00-04:00,197.75
02092500,"Trent River near Trenton, NC",2018-10-02 18:00:00-04:00,195.5
02092500,"Trent River near Trenton, NC",2018-10-02 19:00:00-04:00,194.5
02092500,"Trent River near Trenton, NC",2018-10-02 20:00:00-04:00,193.25
02092500,"Trent River near Trenton, NC",2018-10-02 21:00:00-04:00,192.0
02092500,"Trent River near Trenton, NC",2018-10-02 22:00:00-04:00,190.25
02092500,"Trent River near Trenton, NC",2018-10-02 23:00:00-04:00,189.0
02092500,"Trent River near Trenton, NC",2018-10-03 00:00:00-04:00,188.5
02092500,"Trent River near Trenton, NC",2018-10-03 01:00:00-04:00,186.5
02092500,"Trent River near Trenton, NC",2018-10-03 02:00:00-04:00,185.75
02092500,"Trent River near Trenton, NC",2018-10-03 03:00:00-04:00,184.25
02092500,"Trent River near Trenton, NC",2018-10-03 04:00:00-04:00,183.5
02092500,"Trent River near Trenton, NC",2018-10-03 05:00:00-04:00,182.0
02092500,"Trent River near Trenton, NC",2018-10-03 06:00:00-04:00,180.75
02092500,"Trent River near Trenton, NC",2018-10-03 07:00:00-04:00,179.25
02092500,"Trent River near Trenton, NC",2018-10-03 08:00:00-04:00,178.0
02092500,"Trent River near Trenton, NC",2018-10-03 09:00:00-04:00,176.75
02092500,"Trent River near Trenton, NC",2018-10-03 10:00:00-04:00,176.0
02092500,"Trent River near Trenton, NC",2018-10-03 11:00:00-04:00,173.75
02092500,"Trent River near Trenton, NC",2018-10-03 12:00:00-04:00,172.5
02092500,"Trent River near Trenton, NC",2018-10-03 13:00:00-04:00,172.0
02092500,"Trent River near Trenton, NC",2018-10-03 14:00:00-04:00,170.5
02092500,"Trent River near Trenton, NC",2018-10-03 15:00:00-04:00,170.0
02092500,"Trent River near Trenton, NC",2018-10-03 16:00:00-04:00,168.75
02092500,"Trent River near Trenton, NC",2018-10-03 17:00:00-04:00,167.25
02092500,"Trent River near Trenton, NC",2018-10-03 18:00:00-04:00,166.0
02092500,"Trent River near Trenton, NC",2018-10-03 19:00:00-04:00,165.0
02092500,"Trent River near Trenton, NC",2018-10-03 20:00:00-04:00,164.0
02092500,"Trent River near Trenton, NC",2018-10-03 21:00:00-04:00,162.75
02092500,"Trent River near Trenton, NC",2018-10-03 22:00:00-04:00,162.0
02092500,"Trent River near Trenton, NC",2018-10-03 23:00:00-04:00,160.75
02092500,"Trent River near Trenton, NC",2018-10-04 00:00:00-04:00,160.0
02092500,"Trent River near Trenton, NC",2018-10-04 01:00:00-04:00,159.5
02092500,"Trent River near Trenton, NC",2018-10-04 02:00:00-04:00,157.5
02092500,"Trent River near Trenton, NC",2018-10-04 03:00:00-04:00,157.0
02092500,"Trent River near Trenton, NC",2018-10-04 04:00:00-04:00,156.0
02092500,"Trent River near Trenton, NC",2018-10-04 05:00:00-04:00,155.0
02092500,"Trent River near Trenton, NC",2018-10-04 06:00:00-04:00,154.5
02092500,"Trent River near Trenton, NC",2018-10-04 07:00:00-04:00,153.25
02092500,"Trent River near Trenton, NC",2018-10-04 08:00:00-04:00,152.5
02092500,"Trent River near Trenton, NC",2018-10-04 09:00:00-04:00,151.5
02092500,"Trent River near Trenton, NC",2018-10-04 10:00:00-04:00,150.5
02092500,"Trent River near Trenton, NC",2018-10-04 11:00:00-04:00,150.0
02092500,"Trent River near Trenton, NC",2018-10-04 12:00:00-04:00,147.25
02092500,"Trent River near Trenton, NC",2018-10-04 13:00:00-04:00,147.25
02092500,"Trent River near Trenton, NC",2018-10-04 14:00:00-04:00,146.75
02092500,"Trent River near Trenton, NC",2018-10-04 15:00:00-04:00,146.0
02092500,"Trent River near Trenton, NC",2018-10-04 16:00:00-04:00,145.25
02092500,"Trent River near Trenton, NC",2018-10-04 17:00:00-04:00,144.5
02092500,"Trent River near Trenton, NC",2018-10-04 18:00:00-04:00,143.0
02092500,"Trent River near Trenton, NC",2018-10-04 19:00:00-04:00,142.25
02092500,"Trent River near Trenton, NC",2018-10-04 20:00:00-04:00,141.25
02092500,"Trent River near Trenton, NC",2018-10-04 21:00:00-04:00,140.75
02092500,"Trent River near Trenton, NC",2018-10-04 22:00:00-04:00,139.75
02092500,"Trent River near Trenton, NC",2018-10-04 23:00:00-04:00,139.0
02092500,"Trent River near Trenton, NC",2018-10-05 00:00:00-04:00,138.0
02092500,"Trent River near Trenton, NC",2018-10-05 01:00:00-04:00,138.0
02092500,"Trent River near Trenton, NC",2018-10-05 02:00:00-04:00,137.0
02092500,"Trent River near Trenton, NC",2018-10-05 03:00:00-04:00,136.0
02092500,"Trent River near Trenton, NC",2018-10-05 04:00:00-04:00,135.75
02092500,"Trent River near Trenton, NC",2018-10-05 05:00:00-04:00,134.5
02092500,"Trent River near Trenton, NC",2018-10-05 06:00:00-04:00,134.0
02092500,"Trent River near Trenton, NC",2018-10-05 07:00:00-04:00,133.0
02092500,"Trent River near Trenton, NC",2018-10-05 08:00:00-04:00,132.0
02092500,"Trent River near Trenton, NC",2018-10-05 09:00:00-04:00,131.5
02092500,"Trent River near Trenton, NC",2018-10-05 10:00:00-04:00,131.0
02092500,"Trent River near Trenton, NC",2018-10-05 11:00:00-04:00,129.75
02092500,"Trent River near Trenton, NC",2018-10-05 12:00:00-04:00,128.75
02092500,"Trent River near Trenton, NC",2018-10-05 13:00:00-04:00,128.75
02092500,"Trent River near Trenton, NC",2018-10-05 14:00:00-04:00,127.0
02092500,"Trent River near Trenton, NC",2018-10-05 15:00:00-04:00,126.25
02092500,"Trent River near Trenton, NC",2018-10-05 16:00:00-04:00,125.25
02092500,"Trent River near Trenton, NC",2018-10-05 17:00:00-04:00,125.0
02092500,"Trent River near Trenton, NC",2018-10-05 18:00:00-04:00,124.0
02092500,"Trent River near Trenton, NC",2018-10-05 19:00:00-04:00,123.25
02092500,"Trent River near Trenton, NC",2018-10-05 20:00:00-04:00,122.25
02092500,"Trent River near Trenton, NC",2018-10-05 21:00:00-04:00,121.75
02092500,"Trent River near Trenton, NC",2018-10-05 22:00:00-04:00,120.25
02092500,"Trent River near Trenton, NC",2018-10-05 23:00:00-04:00,120.0
02092500,"Trent River near Trenton, NC",2018-10-06 00:00:00-04:00,119.25
02092500,"Trent River near Trenton, NC",2018-10-06 01:00:00-04:00,119.0
02092500,"Trent River near Trenton, NC",2018-10-06 02:00:00-04:00,118.25
02092500,"Trent River near Trenton, NC",2018-10-06 03:00:00-04:00,117.0
02092500,"Trent River near Trenton, NC",2018-10-06 04:00:00-04:00,117.0
02092500,"Trent River near Trenton, NC",2018-10-06 05:00:00-04:00,116.25
02092500,"Trent River near Trenton, NC",2018-10-06 06:00:00-04:00,116.0
02092500,"Trent River near Trenton, NC",2018-10-06 07:00:00-04:00,115.25
02092500,"Trent River near Trenton, NC",2018-10-06 08:00:00-04:00,114.5
02092500,"Trent River near Trenton, NC",2018-10-06 09:00:00-04:00,114.0
02092500,"Trent River near Trenton, NC",2018-10-06 10:00:00-04:00,113.5
02092500,"Trent River near Trenton, NC",2018-10-06 11:00:00-04:00,113.0
02092500,"Trent River near Trenton, NC",2018-10-06 12:00:00-04:00,112.5
02092500,"Trent River near Trenton, NC",2018-10-06 13:00:00-04:00,111.5
02092500,"Trent River near Trenton, NC",2018-10-06 14:00:00-04:00,111.0
02092500,"Trent River near Trenton, NC",2018-10-06 15:00:00-04:00,110.5
02092500,"Trent River near Trenton, NC",2018-10-06 16:00:00-04:00,110.0
02092500,"Trent River near Trenton, NC",2018-10-06 17:00:00-04:00,109.0
02092500,"Trent River near Trenton, NC",2018-10-06 18:00:00-04:00,108.25
02092500,"Trent River near Trenton, NC",2018-10-06 19:00:00-04:00,108.0
02092500,"Trent River near Trenton, NC",2018-10-06 20:00:00-04:00,107.5
02092500,"Trent River near Trenton, NC",2018-10-06 21:00:00-04:00,107.0
02092500,"Trent River near Trenton, NC",2018-10-06 22:00:00-04:00,107.0
02092500,"Trent River near Trenton, NC",2018-10-06 23:00:00-04:00,106.0
02092500,"Trent River near Trenton, NC",2018-10-07 00:00:00-04:00,105.5
02092500,"Trent River near Trenton, NC",2018-10-07 01:00:00-04:00,105.0
02092500,"Trent River near Trenton, NC",2018-10-07 02:00:00-04:00,105.0
02092500,"Trent River near Trenton, NC",2018-10-07 03:00:00-04:00,104.0
02092500,"Trent River near Trenton, NC",2018-10-07 04:00:00-04:00,104.0
02092500,"Trent River near Trenton, NC",2018-10-07 05:00:00-04:00,104.0
02092500,"Trent River near Trenton, NC",2018-10-07 06:00:00-04:00,103.25
02092500,"Trent River near Trenton, NC",2018-10-07 07:00:00-04:00,103.0
02092500,"Trent River near Trenton, NC",2018-10-07 08:00:00-04:00,102.25
02092500,"Trent River near Trenton, NC",2018-10-07 09:00:00-04:00,101.5
02092500,"Trent River near Trenton, NC",2018-10-07 10:00:00-04:00,101.0
02092500,"Trent River near Trenton, NC",2018-10-07 11:00:00-04:00,100.75
02092500,"Trent River near Trenton, NC",2018-10-07 12:00:00-04:00,99.7
02092500,"Trent River near Trenton, NC",2018-10-07 13:00:00-04:00,99.85
02092500,"Trent River near Trenton, NC",2018-10-07 14:00:00-04:00,99.25
02092500,"Trent River near Trenton, NC",2018-10-07 15:00:00-04:00,98.725
02092500,"Trent River near Trenton, NC",2018-10-07 16:00:00-04:00,98.15
02092500,"Trent River near Trenton, NC",2018-10-07 17:00:00-04:00,97.4
02092500,"Trent River near Trenton, NC",2018-10-07 18:00:00-04:00,97.025
02092500,"Trent River near Trenton, NC",2018-10-07 19:00:00-04:00,96.6
02092500,"Trent River near Trenton, NC",2018-10-07 20:00:00-04:00,96.15
02092500,"Trent River near Trenton, NC",2018-10-07 21:00:00-04:00,95.45
02092500,"Trent River near Trenton, NC",2018-10-07 22:00:00-04:00,95.05
02092500,"Trent River near Trenton, NC",2018-10-07 23:00:00-04:00,94.6
02092500,"Trent River near Trenton, NC",2018-10-08 00:00:00-04:00,94.1
02092500,"Trent River near Trenton, NC",2018-10-08 01:00:00-04:00,93.94999999999999
02092500,"Trent River near Trenton, NC",2018-10-08 02:00:00-04:00,93.5
02092500,"Trent River near Trenton, NC",2018-10-08 03:00:00-04:00,92.9
02092500,"Trent River near Trenton, NC",2018-10-08 04:00:00-04:00,92.9
02092500,"Trent River near Trenton, NC",2018-10-08 05:00:00-04:00,92.525
02092500,"Trent River near Trenton, NC",2018-10-08 06:00:00-04:00,92.25
02092500,"Trent River near Trenton, NC",2018-10-08 07:00:00-04:00,91.8
02092500,"Trent River near Trenton, NC",2018-10-08 08:00:00-04:00,91.55
02092500,"Trent River near Trenton, NC",2018-10-08 09:00:00-04:00,91.0
02092500,"Trent River near Trenton, NC",2018-10-08 10:00:00-04:00,90.575
02092500,"Trent River near Trenton, NC",2018-10-08 11:00:00-04:00,89.5
02092500,"Trent River near Trenton, NC",2018-10-08 12:00:00-04:00,89.5
02092500,"Trent River near Trenton, NC",2018-10-08 13:00:00-04:00,89.05
02092500,"Trent River near Trenton, NC",2018-10-08 14:00:00-04:00,88.775
02092500,"Trent River near Trenton, NC",2018-10-08 15:00:00-04:00,88.375
02092500,"Trent River near Trenton, NC",2018-10-08 16:00:00-04:00,87.45
02092500,"Trent River near Trenton, NC",2018-10-08 17:00:00-04:00,87.725
02092500,"Trent River near Trenton, NC",2018-10-08 18:00:00-04:00,87.4
02092500,"Trent River near Trenton, NC",2018-10-08 19:00:00-04:00,87.15
02092500,"Trent River near Trenton, NC",2018-10-08 20:00:00-04:00,86.65
02092500,"Trent River near Trenton, NC",2018-10-08 21:00:00-04:00,86.4
02092500,"Trent River near Trenton, NC",2018-10-08 22:00:00-04:00,86.1
02092500,"Trent River near Trenton, NC",2018-10-08 23:00:00-04:00,85.55
02092500,"Trent River near Trenton, NC",2018-10-09 00:00:00-04:00,85.3
02092500,"Trent River near Trenton, NC",2018-10-09 01:00:00-04:00,85.05
02092500,"Trent River near Trenton, NC",2018-10-09 02:00:00-04:00,84.8
02092500,"Trent River near Trenton, NC",2018-10-09 03:00:00-04:00,84.35
02092500,"Trent River near Trenton, NC",2018-10-09 04:00:00-04:00,84.075
02092500,"Trent River near Trenton, NC",2018-10-09 05:00:00-04:00,83.825
02092500,"Trent River near Trenton, NC",2018-10-09 06:00:00-04:00,83.4
02092500,"Trent River near Trenton, NC",2018-10-09 07:00:00-04:00,83.1
02092500,"Trent River near Trenton, NC",2018-10-09 08:00:00-04:00,82.6
02092500,"Trent River near Trenton, NC",2018-10-09 09:00:00-04:00,82.225
02092500,"Trent River near Trenton, NC",2018-10-09 10:00:00-04:00,81.725
02092500,"Trent River near Trenton, NC",2018-10-09 11:00:00-04:00,81.0
02092500,"Trent River near Trenton, NC",2018-10-09 12:00:00-04:00,80.75
02092500,"Trent River near Trenton, NC",2018-10-09 13:00:00-04:00,80.5
02092500,"Trent River near Trenton, NC",2018-10-09 14:00:00-04:00,79.975
02092500,"Trent River near Trenton, NC",2018-10-09 15:00:00-04:00,79.45
02092500,"Trent River near Trenton, NC",2018-10-09 16:00:00-04:00,79.625
02092500,"Trent River near Trenton, NC",2018-10-09 17:00:00-04:00,79.5
02092500,"Trent River near Trenton, NC",2018-10-09 18:00:00-04:00,79.05000000000001
02092500,"Trent River near Trenton, NC",2018-10-09 19:00:00-04:00,78.9
02092500,"Trent River near Trenton, NC",2018-10-09 20:00:00-04:00,78.4
