time_local,discharge_cfs_observed,discharge_cfs_for_screening,flow_value_status
2018-10-05 00:00:00-04:00,138.0,138.0,observed
2018-10-05 01:00:00-04:00,138.0,138.0,observed
2018-10-05 02:00:00-04:00,137.0,137.0,observed
2018-10-05 03:00:00-04:00,136.0,136.0,observed
2018-10-05 04:00:00-04:00,135.75,135.75,observed
2018-10-05 05:00:00-04:00,134.5,134.5,observed
2018-10-05 06:00:00-04:00,134.0,134.0,observed
2018-10-05 07:00:00-04:00,133.0,133.0,observed
2018-10-05 08:00:00-04:00,132.0,132.0,observed
2018-10-05 09:00:00-04:00,131.5,131.5,observed
2018-10-05 10:00:00-04:00,131.0,131.0,observed
2018-10-05 11:00:00-04:00,129.75,129.75,observed
2018-10-05 12:00:00-04:00,128.75,128.75,observed
2018-10-05 13:00:00-04:00,128.75,128.75,observed
2018-10-05 14:00:00-04:00,127.0,127.0,observed
2018-10-05 15:00:00-04:00,126.25,126.25,observed
2018-10-05 16:00:00-04:00,125.25,125.25,observed
2018-10-05 17:00:00-04:00,125.0,125.0,observed
2018-10-05 18:00:00-04:00,124.0,124.0,observed
2018-10-05 19:00:00-04:00,123.25,123.25,observed
2018-10-05 20:00:00-04:00,122.25,122.25,observed
2018-10-05 21:00:00-04:00,121.75,121.75,observed
2018-10-05 22:00:00-04:00,120.25,120.25,observed
2018-10-05 23:00:00-04:00,120.0,120.0,observed
2018-10-06 00:00:00-04:00,119.25,119.25,observed
2018-10-06 01:00:00-04:00,119.0,119.0,observed
2018-10-06 02:00:00-04:00,118.25,118.25,observed
2018-10-06 03:00:00-04:00,117.0,117.0,observed
2018-10-06 04:00:00-04:00,117.0,117.0,observed
2018-10-06 05:00:00-04:00,116.25,116.25,observed
2018-10-06 06:00:00-04:00,116.0,116.0,observed
2018-10-06 07:00:00-04:00,115.25,115.25,observed
2018-10-06 08:00:00-04:00,114.5,114.5,observed
2018-10-06 09:00:00-04:00,114.0,114.0,observed
2018-10-06 10:00:00-04:00,113.5,113.5,observed
2018-10-06 11:00:00-04:00,113.0,113.0,observed
2018-10-06 12:00:00-04:00,112.5,112.5,observed
2018-10-06 13:00:00-04:00,111.5,111.5,observed
2018-10-06 14:00:00-04:00,111.0,111.0,observed
2018-10-06 15:00:00-04:00,110.5,110.5,observed
2018-10-06 16:00:00-04:00,110.0,110.0,observed
2018-10-06 17:00:00-04:00,109.0,109.0,observed
2018-10-06 18:00:00-04:00,108.25,108.25,observed
2018-10-06 19:00:00-04:00,108.0,108.0,observed
2018-10-06 20:00:00-04:00,107.5,107.5,observed
2018-10-06 21:00:00-04:00,107.0,107.0,observed
2018-10-06 22:00:00-04:00,107.0,107.0,observed
2018-10-06 23:00:00-04:00,106.0,106.0,observed
2018-10-07 00:00:00-04:00,105.5,105.5,observed
2018-10-07 01:00:00-04:00,105.0,105.0,observed
2018-10-07 02:00:00-04:00,105.0,105.0,observed
2018-10-07 03:00:00-04:00,104.0,104.0,observed
2018-10-07 04:00:00-04:00,104.0,104.0,observed
2018-10-07 05:00:00-04:00,104.0,104.0,observed
2018-10-07 06:00:00-04:00,103.25,103.25,observed
2018-10-07 07:00:00-04:00,103.0,103.0,observed
2018-10-07 08:00:00-04:00,102.25,102.25,observed
2018-10-07 09:00:00-04:00,101.5,101.5,observed
2018-10-07 10:00:00-04:00,101.0,101.0,observed
2018-10-07 11:00:00-04:00,100.75,100.75,observed
2018-10-07 12:00:00-04:00,99.7,99.7,observed
2018-10-07 13:00:00-04:00,99.85,99.85,observed
2018-10-07 14:00:00-04:00,99.25,99.25,observed
2018-10-07 15:00:00-04:00,98.725,98.725,observed
2018-10-07 16:00:00-04:00,98.15,98.15,observed
2018-10-07 17:00:00-04:00,97.4,97.4,observed
2018-10-07 18:00:00-04:00,97.025,97.025,observed
2018-10-07 19:00:00-04:00,96.6,96.6,observed
2018-10-07 20:00:00-04:00,96.15,96.15,observed
2018-10-07 21:00:00-04:00,95.45,95.45,observed
2018-10-07 22:00:00-04:00,95.05,95.05,observed
2018-10-07 23:00:00-04:00,94.6,94.6,observed
2018-10-08 00:00:00-04:00,94.1,94.1,observed
2018-10-08 01:00:00-04:00,93.95,93.95,observed
2018-10-08 02:00:00-04:00,93.5,93.5,observed
2018-10-08 03:00:00-04:00,92.9,92.9,observed
2018-10-08 04:00:00-04:00,92.9,92.9,observed
2018-10-08 05:00:00-04:00,92.525,92.525,observed
2018-10-08 06:00:00-04:00,92.25,92.25,observed
2018-10-08 07:00:00-04:00,91.8,91.8,observed
2018-10-08 08:00:00-04:00,91.55,91.55,observed
2018-10-08 09:00:00-04:00,91.0,91.0,observed
2018-10-08 10:00:00-04:00,90.575,90.575,observed
2018-10-08 11:00:00-04:00,89.5,89.5,observed
2018-10-08 12:00:00-04:00,89.5,89.5,observed
2018-10-08 13:00:00-04:00,89.05,89.05,observed
2018-10-08 14:00:00-04:00,88.775,88.775,observed
2018-10-08 15:00:00-04:00,88.375,88.375,observed
2018-10-08 16:00:00-04:00,87.45,87.45,observed
2018-10-08 17:00:00-04:00,87.725,87.725,observed
2018-10-08 18:00:00-04:00,87.4,87.4,observed
2018-10-08 19:00:00-04:00,87.15,87.15,observed
2018-10-08 20:00:00-04:00,86.65,86.65,observed
2018-10-08 21:00:00-04:00,86.4,86.4,observed
2018-10-08 22:00:00-04:00,86.1,86.1,observed
2018-10-08 23:00:00-04:00,85.55,85.55,observed
2018-10-09 00:00:00-04:00,85.3,85.3,observed
2018-10-09 01:00:00-04:00,85.05,85.05,observed
2018-10-09 02:00:00-04:00,84.8,84.8,observed
2018-10-09 03:00:00-04:00,84.35,84.35,observed
2018-10-09 04:00:00-04:00,84.075,84.075,observed
2018-10-09 05:00:00-04:00,83.825,83.825,observed
2018-10-09 06:00:00-04:00,83.4,83.4,observed
2018-10-09 07:00:00-04:00,83.1,83.1,observed
2018-10-09 08:00:00-04:00,82.6,82.6,observed
2018-10-09 09:00:00-04:00,82.225,82.225,observed
2018-10-09 10:00:00-04:00,81.725,81.725,observed
2018-10-09 11:00:00-04:00,81.0,81.0,observed
2018-10-09 12:00:00-04:00,80.75,80.75,observed
2018-10-09 13:00:00-04:00,80.5,80.5,observed
2018-10-09 14:00:00-04:00,79.975,79.975,observed
2018-10-09 15:00:00-04:00,79.45,79.45,observed
2018-10-09 16:00:00-04:00,79.625,79.625,observed
2018-10-09 17:00:00-04:00,79.5,79.5,observed
2018-10-09 18:00:00-04:00,79.05000000000001,79.05000000000001,observed
2018-10-09 19:00:00-04:00,78.9,78.9,observed
2018-10-09 20:00:00-04:00,78.4,78.4,observed
2018-10-09 21:00:00-04:00,78.275,78.275,observed
2018-10-09 22:00:00-04:00,77.9,77.9,observed
2018-10-09 23:00:00-04:00,77.65,77.65,observed
2018-10-10 00:00:00-04:00,77.4,77.4,observed
2018-10-10 01:00:00-04:00,77.025,77.025,observed
2018-10-10 02:00:00-04:00,76.9,76.9,observed
2018-10-10 03:00:00-04:00,76.3,76.3,observed
2018-10-10 04:00:00-04:00,76.05,76.05,observed
2018-10-10 05:00:00-04:00,75.8,75.8,observed
2018-10-10 06:00:00-04:00,75.675,75.675,observed
2018-10-10 07:00:00-04:00,75.3,75.3,observed
2018-10-10 08:00:00-04:00,74.925,74.925,observed
2018-10-10 09:00:00-04:00,74.8,74.8,observed
2018-10-10 10:00:00-04:00,74.425,74.425,observed
2018-10-10 11:00:00-04:00,73.925,73.925,observed
2018-10-10 12:00:00-04:00,73.675,73.675,observed
2018-10-10 13:00:00-04:00,73.175,73.175,observed
2018-10-10 14:00:00-04:00,72.8,72.8,observed
2018-10-10 15:00:00-04:00,72.3,72.3,observed
2018-10-10 16:00:00-04:00,72.55,72.55,observed
2018-10-10 17:00:00-04:00,72.05,72.05,observed
2018-10-10 18:00:00-04:00,71.675,71.675,observed
2018-10-10 19:00:00-04:00,71.425,71.425,observed
2018-10-10 20:00:00-04:00,71.175,71.175,observed
2018-10-10 21:00:00-04:00,71.05,71.05,observed
2018-10-10 22:00:00-04:00,70.8,70.8,observed
2018-10-10 23:00:00-04:00,70.425,70.425,observed
2018-10-11 00:00:00-04:00,70.3,70.3,observed
